"lemma_id","grammar"
"H2530a","Conj-w | V-Qal-ConjImperf.h-1cp | 3ms"
"H2530a","V-Qal-Imperf-2ms"
"H2530b","Adj-ms"
"H2530b","N-fpc"
"H2530b","N-fp"
"H2530b","Conj-w, Prep-b, Art | N-fp"
"H2532a","N-fsc | 3mp"
"H2532a","N-fs"
"H2532a","N-fsc | 1cs"
"H2532a","N-fsc | 2fs"
"H2532a","N-fsc"
"H2532a","Art | N-fs"
"H2532b","Art | N-fp"
"H2532b","N-fp"
"H2556a","V-Qal-Inf | 3ms"
"H2556a","V-Hitpael-Imperf-3ms"
"H2556a","V-Qal-Perf-3ms"
"H2556a","V-Qal-Imperf-3ms"
"H2556b","N-msc"
"H2556c","Conj-w | V-Qal-Prtcpl-ms"
"H2557a","N-ms"
"H2557a","Prep-m | N-ms"
"H2557b","N-fs"
"H2559a","Conj-w | V-Hifil-ConsecImperf-3ms"
"H2560a","V-Qal-Perf-3ms"
"H2560a","V-Qal-Imperf-3mp"
"H2560a","V-Piel-Perf-3cp"
"H2560b","Conj-w | V-Qal-ConsecImperf-3fs | 3fs"
"H2560c","V-Piel-Perf-3cp"
"H2560c","V-Piel-Perf-3fs"
"H2563a","Prep-b | N-ms"
"H2563a","N-ms"
"H2563a","Art | N-ms"
"H2563a","Prep-b, Art | N-ms"
"H2563a","Prep-l, Art | N-ms"
"H2563a","Prep-k, Art | N-ms"
"H2563a","Conj-w, Prep-k, Art | N-ms"
"H2563a","Prep-m | N-ms"
"H2563a","Prep-k | N-msc"
"H2563b","N-msc"
"H2563b","N-mp"
"H2563c","N-msc"
"H2563c","N-mp"
"H2563c","Art | N-ms"
"H2563c","Prep-m | N-msc"
"H2563c","Conj-w | N-msc"
"H2563c","N-ms"
"H2565","N-md"
"H2565","N-ms"
"H2575a","Conj-w | N-proper-fs"
"H2575b","Prep-m | N-proper-ms"
"H2578",""
"H2579","N-proper-fs"
"H2579","Adj-ms"
"H2590a","V-Qal-Perf-3fs"
"H2590a","Prep-l | V-Qal-Inf"
"H2590a","Conj-w | V-Qal-ConsecImperf-3mp"
"H2590b","Art | Adj-mp"
"H2603a","V-Qal-Prtcpl-ms"
"H2603a","V-Qal-Imp-mp | 1cs"
"H2603a","V-Qal-Imp-ms | 1cs"
"H2603a","Conj-w | V-Hitpael-ConsecImperf-3fs"
"H2603a","Conj-w | V-Hitpael-ConsecImperf-1cs"
"H2603a","V-Nifal-Perf-2fs"
"H2603a","Prep-l | V-Qal-Inf | 3fs"
"H2603a","V-Qal-Perf-3ms"
"H2603a","V-Qal-Perf-3ms | 1cs"
"H2603a","Conj-w | V-Qal-ConjPerf-3ms | 1cs2"
"H2603a","V-Piel-Imperf-3mp"
"H2603a","V-Qal-Imperf-3ms"
"H2603a","V-Qal-Imperf-3ms | 1cp"
"H2603a","V-Qal-Imperf-2ms | 3mp"
"H2603a","V-Piel-Imperf-3ms"
"H2603a","V-Qal-Imperf-3ms | 3mse"
"H2603a","V-Hitpael-Imperf-2ms"
"H2603a","Prep-b | V-Hitpael-Inf | 3ms"
"H2603a","Conj-w | V-Hitpael-ConjPerf-3cp"
"H2603a","V-Hofal-Imperf-3ms"
"H2603a","V-Qal-Imperf-1cs"
"H2603a","Conj-w | V-Qal-ConjImperf-3ms | 1cp"
"H2603a","Conj-w | V-Piel-Prtcpl-ms"
"H2603a","V-Hitpael-Perf-1cs"
"H2603a","V-Qal-Imperf-3ms | 2ms"
"H2603a","Conj-w | V-Hitpael-ConsecImperf-3ms"
"H2603a","Prep-l | V-Qal-Prtcpl-ms"
"H2603a","Prep-l | V-Hitpael-Inf"
"H2603a","V-Qal-Perf-3cp"
"H2603a","Conj-w | V-Qal-ConjPerf-1cs"
"H2603a","Pro-r | V-Qal-Imperf-3ms | 1cp"
"H2603a","V-Qal-InfAbs"
"H2603a","Conj-w | V-Qal-Imp-ms | 1cs"
"H2603a","V-Hitpael-Perf-2ms"
"H2603a","Conj-w | V-Qal-ConjImperf-3ms | 2mse"
"H2603a","V-Qal-Imp-mp | 1cp"
"H2603a","V-Hitpael-Imperf-1cs"
"H2603a","V-Qal-Imperf-3ms | 1cs"
"H2603a","Conj-w | V-Qal-ConsecImperf-3ms | 3mse"
"H2603a","V-Qal-Imperf-2ms"
"H2603a","Conj-w | V-Qal-ConsecImperf-3ms"
"H2603a","V-Qal-Imp-ms | 1cp"
"H2603a","Prep-l | V-Qal-Inf | 2mp"
"H2603b","Conj-w | V-Qal-ConjPerf-1cs"
"H2608a","Prep-l | N-proper-ms"
"H2608a","Conj-w | N-proper-ms"
"H2608a","N-proper-ms"
"H2608a","Conj-w, Prep-l | N-proper-ms"
"H2608b","Conj-w, Prep-l | N-proper-ms"
"H2616a","V-Hitpael-Imperf-2ms"
"H2616b","V-Piel-Imperf-3ms | 2ms"
"H2617a","Conj-w | N-msc | 3ms"
"H2617a","N-msc"
"H2617a","Prep-b, Art | N-ms"
"H2617a","Prep-l | N-ms"
"H2617a","N-msc | 2fs"
"H2617a","Conj-w | N-mpc | 2ms"
"H2617a","Prep-b | N-msc"
"H2617a","N-msc | 1cs"
"H2617a","Conj-w, Prep-b | N-msc | 2ms"
"H2617a","N-msc | 2ms"
"H2617a","Prep-l | N-mpc"
"H2617a","N-mpc | 2ms"
"H2617a","Art | N-ms"
"H2617a","Conj-w | N-msc"
"H2617a","N-msc | 3mp"
"H2617a","N-msc | 3ms"
"H2617a","N-ms"
"H2617a","Conj-w, Art | N-ms"
"H2617a","Prep-b | N-msc | 2ms"
"H2617a","Conj-w, Prep-b | N-msc"
"H2617a","N-mpc | 1cs"
"H2617a","N-mpc"
"H2617a","N-mpc | 3ms"
"H2617a","Conj-w | N-mpc | 3ms"
"H2617a","Art | N-mp"
"H2617a","Prep-k | N-msc | 2ms"
"H2617a","Conj-w | N-msc | 1cs"
"H2617a","Conj-w, Prep-b | N-ms"
"H2617a","Conj-w | N-msc | 2mp"
"H2617a","Prep-k, Art | N-ms"
"H2617a","Prep-l | N-msc | 3ms"
"H2617a","Conj-w | N-ms"
"H2617a","Prep-b | N-ms"
"H2617b","N-ms"
"H2617b","Conj-w | N-msc"
"H2654a","V-Qal-Perf-2mp"
"H2654a","V-Qal-Perf-3fs"
"H2654a","V-Qal-InfAbs"
"H2654a","V-Qal-Imperf-3mp"
"H2654a","V-Qal-Perf-3ms"
"H2654a","V-Qal-Imperf-3ms"
"H2654a","V-Qal-Perf-1cs"
"H2654a","V-Qal-ConjImperf-3fs"
"H2654a","V-Qal-Perf-2ms"
"H2654a","V-Qal-Imperf-3mp | Pn"
"H2654a","V-Qal-Imperf-2ms"
"H2654a","Adj-msc"
"H2654a","V-Qal-Perf-1cp"
"H2654a","V-Qal-Imperf-1cs"
"H2654b","V-Qal-Imperf-3ms"
"H2657",""
"H2660a","N-proper-ms"
"H2660a","Conj-w | N-proper-ms"
"H2660b","N-proper-fs"
"H2664","V-Pual-Prtcpl-ms"
"H2665","N-ms"
"H2679","N-msc"
"H2680","Conj-w | N-msc"
"H2682a","Prep-k | N-msc"
"H2682a","N-ms"
"H2682a","Prep-k, Art | N-ms"
"H2682a","N-msc"
"H2682b","N-ms"
"H2682b","Art | N-ms"
"H2686a","V-Pual-Perf-3cp"
"H2686a","V-Qal-Prtcpl-ms"
"H2686b","V-Piel-Prtcpl-mp"
"H2691a","Prep-b | N-cpc | 2ms"
"H2691a","Prep-m | N-csc"
"H2691a","Conj-w, Prep-l, Art | N-cs"
"H2691a","Prep-b | N-csc | 3ms"
"H2691a","Art | N-cs"
"H2691a","Conj-w | N-cs"
"H2691a","Prep-m, Art | N-cs"
"H2691a","Prep-b | N-csc"
"H2691a","N-cpc | 3mp"
"H2691a","N-cpc | 1cs"
"H2691a","Conj-w, Prep-l | N-csc"
"H2691a","Conj-w, Prep-b | N-cpc | 3mp"
"H2691a","Prep-l, Art | N-cs"
"H2691a","Conj-w, Art | N-cs"
"H2691a","Prep-l | N-cpc"
"H2691a","Prep-b | N-cpc"
"H2691a","Prep-l | N-cpc | 3ms"
"H2691a","Prep-l | N-csc"
"H2691a","N-cpc | 2ms"
"H2691a","Prep-b, Art | N-cs"
"H2691a","N-cpc | 3ms"
"H2691a","Conj-w | N-cpc | 1cs"
"H2691a","N-cs"
"H2691a","N-csc"
"H2691a","N-cpc"
"H2691a","Art | N-cp"
"H2691a","N-cs | 3fs"
"H2691a","Conj-w | N-cpc | 3mp"
"H2691a","N-cp"
"H2691a","Conj-w, Prep-b | N-cpc"
"H2691b","N-cpc"
"H2691b","Prep-b | N-cpc"
"H2691b","Prep-b | N-cpc | 3mp"
"H2691b","Conj-w | N-cpc | 3fs"
"H2691b","N-cpc | 3fs"
"H2691b","N-cp"
"H2691b","Conj-w | N-cpc | 3fp"
"H2691b","Conj-w | N-cpc | 3mp"
"H2691b","Art | N-cp"
"H2694",""
"H2703",""
"H2704",""
"H2712a","N-proper-fs"
"H2712b","N-proper-fs"
"H2717a","Conj-w | V-Qal-ConjImperf-3ms"
"H2717a","V-Pual-Perf-3cp"
"H2717a","V-Hifil-Imperf-1cs"
"H2717a","Conj-w | V-Hifil-ConjPerf-1cs"
"H2717a","V-Qal-Imperf-3ms"
"H2717a","V-Qal-Imp-fs"
"H2717a","Art | V-Hifil-Prtcpl-fs"
"H2717a","V-Hifil-Perf-3ms"
"H2717a","V-Qal-Perf-3cp"
"H2717a","Conj-w | V-Qal-ConjPerf-3cp"
"H2717a","Conj-w | V-Qal-ConsecImperf-3ms"
"H2717a","Conj-w | V-Hifil-ConjImperf-1cs"
"H2717b","V-Qal-Imperf-3fs"
"H2717b","V-Nifal-Prtcpl-fs"
"H2717b","Adj-fs"
"H2717b","V-Qal-Imperf-3mp"
"H2717b","V-Hofal-Perf-3fs"
"H2717b","V-Qal-Imp-mp"
"H2717b","V-Hifil-Perf-1cs"
"H2717b","V-Hifil-Perf-3ms"
"H2717b","V-Qal-InfAbs"
"H2717b","V-Hifil-Prtcpl-msc"
"H2717b","V-Hofal-Prtcpl-fp"
"H2717b","Conj-w | V-Hifil-Prtcpl-mpc | 2fs"
"H2717b","V-Nifal-Prtcpl-fp"
"H2717b","V-Hifil-Perf-3cp"
"H2717b","V-Hifil-Imperf-1cs"
"H2717b","V-Qal-Imperf-3fp"
"H2717c","V-Nifal-Perf-3cp"
"H2717c","V-Qal-Imp-ms"
"H2717c","V-Hofal-InfAbs"
"H2717c","V-Qal-Imp-mp"
"H2720a","Conj-w | Adj-fs"
"H2720a","Adj-fs"
"H2720b","Art | Adj-fp"
"H2720b","Art | Adj-ms"
"H2720b","Adj-ms"
"H2721a","Prep-k | N-ms"
"H2721a","Prep-l, Art | N-ms"
"H2721a","Prep-m | N-ms"
"H2721a","N-ms"
"H2721b","N-ms"
"H2721b","Prep-l | N-ms"
"H2742a","Prep-b, Art | N-ms"
"H2742a","Adj-ms"
"H2742a","Adj-mp"
"H2742a","Prep-b, Art | N-mpc"
"H2742a","N-ms"
"H2742b","Art | N-ms"
"H2742c","Conj-w | N-ms"
"H2742d","Prep-m | N-ms"
"H2742d","N-ms"
"H2742d","Conj-w, Prep-m | N-ms"
"H2742d","Conj-w | N-ms"
"H2755","N-mpc | 3mp"
"H2763a","V-Hifil-Imp-ms"
"H2763a","Conj-w | V-Hifil-Imp-ms"
"H2763a","V-Hifil-Inf | 3mp"
"H2763a","Conj-w | V-Hifil-ConsecImperf-3mp | 3mp"
"H2763a","V-Hifil-Imperf-3ms"
"H2763a","Conj-w | V-Hifil-ConsecImperf-3mp"
"H2763a","V-Hifil-Perf-3ms | 3mp"
"H2763a","Conj-w | V-Hifil-Imp-mp | 3fs"
"H2763a","Conj-w | V-Hifil-ConsecImperf-3ms | 3fs"
"H2763a","V-Hifil-Perf-1cp"
"H2763a","V-Hifil-Imperf-2ms | 3mp"
"H2763a","Conj-w | V-Hifil-ConsecImperf-3ms"
"H2763a","Conj-w | V-Hifil-ConjPerf-2mp"
"H2763a","Prep-l | V-Hifil-Inf | 3mp"
"H2763a","V-Hifil-Imp-mp"
"H2763a","Conj-w, Prep-l | V-Hifil-Inf"
"H2763a","V-Hifil-Perf-1cs"
"H2763a","Conj-w | V-Hifil-ConjPerf-1cs"
"H2763a","V-Hifil-Perf-2mp"
"H2763a","V-Hifil-Imperf-2ms"
"H2763a","V-Hifil-Perf-3cp"
"H2763a","Conj-w | V-Hifil-ConjPerf-2ms"
"H2763a","Conj-w | V-Hifil-ConsecImperf-1cp"
"H2763a","V-Hifil-Imperf-2mp"
"H2763a","Conj-w | V-Hifil-ConjPerf-3ms"
"H2763a","V-Hifil-Perf-3ms"
"H2763a","V-Hofal-Imperf-3ms"
"H2763a","Prep-l | V-Hifil-Inf"
"H2763a","V-Hifil-InfAbs"
"H2763a","Conj-w | V-Hifil-ConjPerf-1cs | 3mp"
"H2763b","V-Qal-QalPassPrtcpl-ms"
"H2764a","Conj-w | N-ms"
"H2764a","N-msc | 1cs"
"H2764a","Prep-l, Art | N-ms"
"H2764a","Prep-b, Art | N-ms"
"H2764a","Art | N-ms"
"H2764a","Prep-l | N-ms"
"H2764a","N-ms"
"H2764b","Prep-l | N-msc | 3ms"
"H2764b","Prep-l, Art | N-mp"
"H2764b","N-ms"
"H2764b","Prep-b | N-msc | 1cs"
"H2764b","Prep-b | N-msc | 3ms"
"H2764b","N-msc | 3ms"
"H2764b","N-mp"
"H2764b","Conj-w | N-mp"
"H2771a","Prep-m | N-proper-fs"
"H2771a","N-proper-fs | 3fs"
"H2771a","N-proper-fs"
"H2771a","Prep-b | N-proper-fs"
"H2771b","Conj-w | N-proper-ms"
"H2771b","N-proper-ms"
"H2775a","Art | N-proper-fs"
"H2775a","Art | N-ms | 3fs"
"H2775a","Prep-l, Art | N-ms"
"H2775b","Conj-w, Prep-b, Art | N-ms"
"H2778a","Prep-b | V-Piel-Inf | 3mp"
"H2778a","V-Piel-Perf-2ms"
"H2778a","V-Qal-Prtcpl-msc | 1cs"
"H2778a","V-Piel-Imperf-3ms"
"H2778a","V-Piel-Prtcpl-ms"
"H2778a","Prep-l | V-Piel-Inf"
"H2778a","V-Piel-Imperf-3ms | 1cs"
"H2778a","V-Piel-Imperf-3mp | 1cs"
"H2778a","V-Piel-Perf-1cs"
"H2778a","V-Piel-Perf-3cp | 2ms"
"H2778a","V-Piel-Perf-2mp"
"H2778a","V-Piel-Perf-3cp | 1cs"
"H2778a","Conj-w | V-Piel-ConsecImperf-3ms"
"H2778a","V-Piel-Perf-3cp"
"H2778a","V-Qal-Imperf-3ms"
"H2778a","V-Qal-Prtcpl-mpc | 2ms"
"H2778a","V-Piel-Perf-3ms"
"H2778b","V-Qal-Imperf-3fs"
"H2778c","V-Nifal-Prtcpl-fs"
"H2790a","V-Qal-Prtcpl-ms"
"H2790a","V-Qal-QalPassPrtcpl-fs"
"H2790a","Art | V-Qal-Prtcpl-ms"
"H2790a","Conj-w, Prep-l | V-Qal-Inf"
"H2790a","V-Qal-Prtcpl-mpc"
"H2790a","V-Qal-Prtcpl-mp"
"H2790a","V-Qal-Prtcpl-fp"
"H2790a","V-Qal-Perf-3cp"
"H2790a","V-Qal-Imperf-2ms"
"H2790a","V-Qal-Perf-2mp"
"H2790a","V-Hifil-Prtcpl-ms"
"H2790a","V-Qal-Imperf-3ms"
"H2790a","V-Nifal-Imperf-3fs"
"H2790b","V-Hifil-Imperf-2ms"
"H2790b","V-Hifil-InfAbs"
"H2790b","V-Hifil-Prtcpl-mp"
"H2790b","Conj-w | V-Hifil-ConjPerf-3ms"
"H2790b","V-Hifil-Imperf-2fs"
"H2790b","Conj-w | V-Hifil-ConjPerf-3cp"
"H2790b","V-Hifil-Imperf-1cs"
"H2790b","V-Hifil-Imp-ms"
"H2790b","V-Hifil-Perf-3ms"
"H2790b","V-Qal-Imperf-3ms"
"H2790b","V-Hifil-Imp-mp"
"H2790b","V-Hifil-Imp-fs"
"H2790b","Conj-w | V-Hitpael-ConsecImperf-3mp"
"H2790b","Prep-k | V-Hifil-Prtcpl-ms"
"H2790b","V-Hifil-Imperf.Jus-2ms"
"H2790b","V-Hifil-Imperf-2mp | Pn"
"H2790b","Conj-w | V-Hifil-ConsecImperf-3mp"
"H2790b","V-Qal-Imperf-2ms"
"H2790b","V-Hifil-Imperf-3ms"
"H2790b","Conj-w | V-Hifil-ConjPerf-1cs"
"H2790b","V-Hifil-Perf-1cs"
"H2790b","V-Hifil-Prtcpl-ms"
"H2790b","V-Qal-Imperf-3fp"
"H2790b","V-Hifil-Imperf-3mp"
"H2791a","N-ms"
"H2791b","N-proper-fs"
"H2791b","N-mp"
"H2818a","V-Qal-Prtcpl-mp"
"H2818b","N-fp"
"H2819","N-fsc"
"H2836a","V-Qal-Perf-2ms"
"H2836a","V-Qal-Perf-3fs"
"H2836a","V-Qal-Perf-3ms"
"H2836a","Conj-w | V-Qal-ConjPerf-2ms"
"H2836b","Conj-w | V-Piel-ConjPerf-3ms"
"H2836b","V-Pual-Prtcpl-mp"
"H2844a","N-ms"
"H2844a","Conj-w | N-msc | 2mp"
"H2844b","Adj-mp"
"H2844b","V-Nifal-Imperf-3ms"
"H2856","Conj-w | V-Qal-ConsecImperf-3fs"
"H2859a","Prep-l | N-msc | 3ms"
"H2859a","N-msc | 3ms"
"H2859a","N-fsc | 3ms"
"H2859a","N-msc | 2ms"
"H2859a","N-msc"
"H2859b","V-Hitpael-Inf"
"H2859b","Conj-w, Prep-l | V-Hitpael-Inf"
"H2859b","Prep-l | V-Hitpael-Inf"
"H2859b","V-Hitpael-Imperf-2ms"
"H2859b","V-Hitpael-Imp-ms"
"H2859b","Conj-w | V-Hitpael-ConsecImperf-3ms"
"H2859b","Conj-w | V-Hitpael-ConjPerf-2mp"
"H2859b","Conj-w | V-Hitpael-Imp-mp"
"H2870a","N-proper-ms"
"H2870b","N-proper-ms"
"H2873","V-Qal-Inf"
"H2892a","Prep-l | N-ms"
"H2892b","Prep-m | N-msc | 3ms"
"H2896a","N-ms"
"H2896a","Prep-k | V-Qal-Inf"
"H2896a","Adj-ms"
"H2896a","V-Qal-InfAbs"
"H2896a","N-fs"
"H2896a","Conj-w | Adj-fp"
"H2896a","Conj-w | V-Qal-ConjPerf-3ms"
"H2896a","Conj-w | N-ms"
"H2896a","Art | N-ms"
"H2896a","Art | Adj-fp"
"H2896a","Prep-l | N-ms"
"H2896a","Conj-w | Adj-ms"
"H2896a","Conj-w | Adj-mpc"
"H2896a","Prep-b | Adj-ms"
"H2896a","Art | Adj-fs"
"H2896a","Conj-w | Adj-fs"
"H2896a","Prep-l | Adj-ms"
"H2896a","Prep-m | N-ms"
"H2896a","Prep-k, Art | Adj-ms"
"H2896a","Conj-w | Adj-msc"
"H2896a","Art | Adj-mp"
"H2896a","Conj-w, Art | N-ms"
"H2896a","Conj-w | Adj-fsc"
"H2896a","Pro-r | Adj-ms"
"H2896a","Adj-fpc"
"H2896a","Adj-mp"
"H2896a","Art | Adj-ms"
"H2896a","N-msc | 3mp"
"H2896a","Conj-w, Art | Adj-ms"
"H2896a","Art | N-fs"
"H2896a","Adj-fs"
"H2896a","Adj-msc"
"H2896a","Prep-l, Art | Adj-mp"
"H2896a","Prep-l, Art | Adj-ms"
"H2896a","Prep-l | Adj-msc"
"H2896a","Prep-b, Art | Adj-ms"
"H2896a","Adj-fsc"
"H2896a","V-Qal-Prtcpl-ms"
"H2896a","Adj-fp"
"H2896a","Conj-w | Adj-mp"
"H2896a","V-Qal-Perf-3ms"
"H2896b","Art | N-ms"
"H2896b","Prep-b, Art | N-ms"
"H2896b","N-ms"
"H2896b","Prep-m | N-ms"
"H2896b","Prep-b | N-ms"
"H2896b","Adj-ms"
"H2896b","Prep-l | N-ms"
"H2896b","Conj-w | N-ms"
"H2896b","Prep-l | Adj-ms"
"H2896b","Conj-w, Prep-l, Art | N-ms"
"H2896b","Prep-k | N-ms"
"H2896c","Prep-b | N-fsc | 2ms"
"H2896c","Prep-b, Art | N-fs"
"H2896c","N-fpc | 3ms"
"H2896c","Prep-b | N-fsc"
"H2896c","N-fsc | 1cs"
"H2896c","Prep-l, Art | N-fs"
"H2896c","Art | N-fs"
"H2896c","Conj-w | N-fsc | 3mp"
"H2896c","Prep-m | N-fs"
"H2896c","N-fs"
"H2896c","Prep-l | N-fs"
"H2896c","N-fp"
"H2896c","Conj-w | N-fs"
"H2896c","N-fsc | 2ms"
"H2902a","Conj-w, Prep-b, Art | V-Qal-Prtcpl-mp"
"H2902a","V-Nifal-Inf"
"H2902a","V-Qal-Prtcpl-mp"
"H2902a","Conj-w | V-Qal-ConjPerf-3ms"
"H2902a","Art | V-Qal-Prtcpl-mp"
"H2902a","V-Qal-Perf-2mp"
"H2902a","V-Qal-Prtcpl-mpc"
"H2902a","Prep-l | V-Qal-Inf"
"H2902a","V-Qal-Perf-3cp"
"H2902b","V-Qal-Perf-3ms"
"H2914","Conj-w, Prep-b | N-mp"
"H2930a","Prep-b | V-Piel-Inf | 2mp"
"H2930a","Conj-w | V-Qal-ConsecImperf-3mp"
"H2930a","V-Qal-Imperf-3ms"
"H2930a","V-Nifal-Perf-1cs"
"H2930a","Conj-w | V-Piel-ConjPerf-3ms | 3ms"
"H2930a","V-Piel-Inf"
"H2930a","Conj-w | V-Nifal-ConjPerf-2mp"
"H2930a","Conj-w | V-Piel-ConjPerf-2mp"
"H2930a","V-Piel-Imperf-2mp"
"H2930a","Conj-w | V-Piel-ConjPerf-3ms"
"H2930a","V-Piel-Imp-mp"
"H2930a","V-Piel-Perf-3ms"
"H2930a","V-Hitpael-Imperf-3mp"
"H2930a","Conj-w | V-Piel-ConsecImperf-3ms"
"H2930a","V-Hitpael-Imperf-3ms"
"H2930a","V-Piel-InfAbs"
"H2930a","Conj-w | V-Piel-ConjPerf-3cp"
"H2930a","Conj-w | V-Qal-ConjPerf-3cp"
"H2930a","V-Nifal-Perf-2fs"
"H2930a","V-Nifal-Perf-3fs"
"H2930a","Conj-w | V-Piel-ConsecImperf-3ms | 3ms"
"H2930a","Conj-w | V-Qal-ConjPerf-3ms"
"H2930a","V-Nifal-Prtcpl-mp"
"H2930a","Prep-b | V-Piel-Inf | 3mp"
"H2930a","V-Hitpael-Perf-3fs"
"H2930a","V-Nifal-Perf-3cp"
"H2930a","V-Nifal-Perf-3ms"
"H2930a","V-Piel-Perf-2mp"
"H2930a","V-Hitpael-Imperf-2mp"
"H2930a","Conj-w | V-Qal-ConsecImperf-3fs"
"H2930a","V-Nifal-Perf-2mp"
"H2930a","Conj-w | V-Piel-ConsecImperf-3mp"
"H2930a","Prep-l | V-Piel-Inf"
"H2930a","V-Qal-Imperf-3fs"
"H2930a","V-Pual-Prtcpl-fs"
"H2930a","Prep-l | V-Piel-Inf | 3ms"
"H2930a","Prep-l | V-Qal-Inf | 3fs"
"H2930a","V-Piel-Imperf-3ms | 3mse"
"H2930a","Conj-w | V-Piel-ConsecImperf-2mp"
"H2930a","Conj-w | V-Nifal-ConjPerf-3fs"
"H2930a","V-Qal-Perf-3ms"
"H2930a","V-Piel-Perf-3cp"
"H2930a","Conj-w | V-Piel-ConsecImperf-1cs"
"H2930a","V-Piel-Imperf-2ms"
"H2930a","V-Piel-Perf-2fs"
"H2930a","V-Piel-Imperf-3mp"
"H2930a","V-Piel-Perf-3cp | 3fs"
"H2930a","Conj-w | V-Qal-ConjPerf-3fs"
"H2930a","V-Qal-Perf-2fs"
"H2930b","V-Qal-Perf-3fs"
"H3026a","N-proper-fs"
"H3026b","N-proper-fs"
"H3027",""
"H3039a","Prep-l | N-msc | 1cs"
"H3039a","N-msc"
"H3039a","N-mpc | 2ms"
"H3039a","Prep-l | N-msc | 3ms"
"H3039a","Adj-fp"
"H3039b","N-fp"
"H3050","N-fs"
"H3050","V-Piel-Imp-mp | 3fs"
"H3068"," N-proper-ms"
"H3071","N-proper-ms"
"H3071","N-proper-msc | 1cs"
"H3108","Conj-w | N-proper-ms"
"H3123","N-mpc | 3ms"
"H3136a","N-proper-ms"
"H3136b","N-proper-ms"
"H3142",""
"H3162a","Prep-l | Adv"
"H3162a","Adv"
"H3162a","Conj-w | Adv"
"H3162b","Conj-w | Adv"
"H3162b","Adv"
"H3162b","V-Qal-Imperf-1cp"
"H3175","Conj-w | Adj-ms"
"H3187","Conj-w, Prep-l | V-Hitpael-Inf"
"H3204",""
"H3212","V-Qal-Inf | 3ms"
"H3212","V-Qal-Imperf-3ms"
"H3212","Conj-w | V-Qal-ConsecImperf-2ms"
"H3212","Conj-w | V-Qal-ConjImperf.Cohort-1cs"
"H3212","V-Hifil-Imperf-1cs | 3mp"
"H3212","V-Hifil-Prtcpl-fp"
"H3212","V-Hifil-Prtcpl-msc | 2fs"
"H3212","V-Qal-Imperf-3mp"
"H3212","Conj-w | V-Hifil-ConjImperf.Cohort-1cs"
"H3212","V-Hifil-Imperf.Jus-3ms"
"H3212","Conj-w | V-Hifil-ConsecImperf-3ms | 3mp"
"H3212","Conj-w | V-Hifil-Imp-ms"
"H3212","Conj-w | V-Qal-ConsecImperf-1cs"
"H3212","V-Qal-Imperf.h-1cp"
"H3212","V-Hifil-Prtcpl-msc | 3mp"
"H3212","V-Hifil-Imp-mp"
"H3212","Conj-w | V-Qal-ConsecImperf-3mp"
"H3212","V-Qal-Imperf-2mp"
"H3212","V-Qal-Imp-mp"
"H3212","Conj-w | V-Hifil-ConsecImperf-3mp"
"H3212","V-Qal-Imperf-3mp | Pn"
"H3212","Pro-r | V-Hifil-Imperf.Jus-3ms"
"H3212","V-Qal-Imp-fs"
"H3212","Conj-w | V-Qal-ConsecImperf-3ms"
"H3212","V-Qal-Inf | 3mp"
"H3212","Conj-w | V-Qal-ConjImperf-1cs"
"H3212","Conj-w | V-Qal-ConjImperf.Cohort-1cp"
"H3212","Conj-w, Prep-b | V-Qal-Inf | 2ms"
"H3212","Conj-w | V-Qal-Imp-ms | 3fs"
"H3212","Prep-b | V-Qal-Inf | 3ms"
"H3212","Conj-w, Prep | V-Qal-Inf | 3mp"
"H3212","Conj-w | V-Qal-Imp-mp"
"H3212","V-Qal-Imperf-2fs"
"H3212","Prep-b | V-Qal-Inf | 3mp"
"H3212","V-Qal-Imp-ms | 3fs"
"H3212","Conj-w | V-Qal-ConsecImperf-3fs"
"H3212","Conj-w | V-Qal-Imp-fs"
"H3212","Conj-w | V-Qal-Imp-ms"
"H3212","Conj-w | V-Hifil-ConjPerf-1cs"
"H3212","V-Qal-Inf | 2fs"
"H3212","Conj-w | V-Hifil-ConjPerf-3ms | 3ms"
"H3212","V-Hifil-Imp-fs"
"H3212","Prep-l | V-Hifil-Inf | 3ms"
"H3212","V-Qal-Imperf.Cohort-1cs"
"H3212","Conj-w | V-Hifil-ConsecImperf-1cs"
"H3212","Conj-w | V-Qal-ConsecImperf-2mp"
"H3212","Conj-w, Prep-l | V-Qal-Inf"
"H3212","Conj-w | V-Qal-ConjImperf-3ms"
"H3212","V-Qal-Imperf-1cp"
"H3212","Conj-w | V-Qal-ConsecImperf-3fp"
"H3212","V-Hifil-Imperf-3ms"
"H3212","Conj-w | V-Hifil-ConsecImperf-3ms | 1cs"
"H3212","V-Hifil-Perf-3ms | 2ms"
"H3212","Prep-b | V-Qal-Inf | 3fp"
"H3212","V-Qal-Imperf-3fp"
"H3212","V-Hifil-Imperf-1cs"
"H3212","V-Hifil-Perf-3ms"
"H3212","V-Qal-Inf | 2ms"
"H3212","Prep-l | V-Hifil-Prtcpl-msc"
"H3212","Art | V-Hifil-Prtcpl-msc | 2ms"
"H3212","Conj-w | V-Qal-ConsecImperf-2fs"
"H3212","V-Qal-Imperf-1cs"
"H3212","Conj-w | V-Qal-ConjImperf-3mp"
"H3212","V-Qal-Imperf-2mp | Pn"
"H3212","Prep-m | V-Qal-Inf"
