"lemma_id","grammar"
"H5310b","V-Qal-Perf-3ms"
"H5310b","Conj-w | V-Qal-QalPassPrtcpl-fpc"
"H5310b","V-Qal-Perf-3fs"
"H5322a","N-msc | 3fs"
"H5322b","N-ms"
"H5322b","Art | N-ms"
"H5327a","Conj-w | V-Nifal-ConsecImperf-3mp"
"H5327a","Prep-b | V-Hifil-Inf | 3ms"
"H5327a","V-Nifal-Prtcpl-mp"
"H5327a","V-Nifal-Imperf-3mp"
"H5327a","V-Hifil-Perf-3cp"
"H5327a","Prep-b | V-Hifil-Inf | 3mp"
"H5327b","V-Nifal-Prtcpl-mp"
"H5327b","V-Qal-Imperf-3fp"
"H5329","V-Nifal-Prtcpl-fs"
"H5341","Conj-w | Adj-mpc"
"H5344a","Conj-w | V-Qal-ConsecImperf-3ms"
"H5344a","V-Qal-Imperf-2ms | 3mse"
"H5344a","V-Qal-Imperf-1cs"
"H5344a","V-Qal-Imperf-3mp | 3ms"
"H5344a","V-Qal-Imperf-3ms | 3mse"
"H5344a","V-Qal-QalPassPrtcpl-mpc"
"H5344a","V-Qal-Imp-ms | 3fs"
"H5344a","V-Nifal-Perf-3cp"
"H5344a","V-Qal-Imperf-2ms"
"H5344a","Conj-w | V-Qal-ConjPerf-3ms | 3fs"
"H5344a","V-Qal-Perf-2ms"
"H5344a","V-Qal-QalPassPrtcpl-ms"
"H5344a","V-Qal-Imperf-3ms"
"H5344b","Prep-b | V-Qal-Inf | 3ms"
"H5344b","Conj-w | V-Qal-Prtcpl-ms"
"H5355a","Conj-w | Adj-ms"
"H5355a","Adj-ms"
"H5355a","Art | Adj-ms"
"H5355a","Adj-mp"
"H5355a","Prep-l | Adj-ms"
"H5355a","Adj-msc"
"H5355b","Adj-ms"
"H5356a","N-ms"
"H5356a","Prep-b | N-ms"
"H5356a","Conj-w, Prep-b | N-msc"
"H5356b","N-msc"
"H5362a","Conj-w | V-Piel-ConjPerf-3ms"
"H5362a","V-Piel-Perf-3cp"
"H5362b","V-Hifil-Prtcpl-mp"
"H5362b","V-Hifil-Imperf-3mp"
"H5362b","Conj-w | V-Hifil-ConjPerf-2mp"
"H5362b","V-Hifil-Perf-3fs"
"H5362b","Conj-w | V-Hifil-ConsecImperf-3mp"
"H5362b","V-Qal-Imperf-3mp"
"H5362b","Conj-w | V-Hifil-ConjPerf-3cp"
"H5362b","V-Hifil-Perf-3ms"
"H5362b","V-Hifil-Imperf-2mp"
"H5362b","V-Hifil-Perf-3cp | 1cs"
"H5362b","Conj-w | V-Hifil-ConsecImperf-3ms"
"H5362b","V-Hifil-InfAbs"
"H5362b","V-Hifil-Perf-3cp"
"H5362b","Conj-w | V-Hifil-Imp-mp | 3fs"
"H5371",""
"H5387a","Prep-l | N-ms"
"H5387a","Prep-l, Art | N-ms"
"H5387a","Conj-w | N-mpc"
"H5387a","N-ms"
"H5387a","N-mpc | 3mp"
"H5387a","Art | N-mp"
"H5387a","Conj-w | N-ms"
"H5387a","Conj-w, Art | N-mp"
"H5387a","N-mpc | 3fs"
"H5387a","N-mpc"
"H5387a","Conj-w, Prep-l, Art | N-ms"
"H5387a","Conj-w, Art | N-ms"
"H5387a","N-mp"
"H5387a","N-mpc | 1cs"
"H5387a","N-msc"
"H5387a","Art | N-ms"
"H5387a","Conj-w | N-msc"
"H5387b","N-mp"
"H5391a","Conj-w | V-Qal-ConjPerf-3ms | 3mp"
"H5391a","Art | V-Qal-Prtcpl-mp"
"H5391a","Conj-w | V-Piel-ConsecImperf-3mp"
"H5391a","Art | V-Qal-Prtcpl-ms"
"H5391a","V-Qal-Imperf-3ms | 3mse"
"H5391a","V-Qal-Imperf-3ms"
"H5391a","V-Qal-Perf-3ms"
"H5391a","Conj-w | V-Qal-ConjPerf-3ms | 3ms"
"H5391a","Art | V-Qal-QalPassPrtcpl-ms"
"H5391a","V-Qal-Prtcpl-mpc | 2ms"
"H5391a","Conj-w | V-Piel-ConjPerf-3cp"
"H5391b","V-Hifil-Imperf-2ms"
"H5391b","V-Qal-Imperf-3ms"
"H5401a","V-Qal-Perf-3ms"
"H5401a","V-Hifil-Prtcpl-fp"
"H5401a","Prep-l | V-Qal-Inf"
"H5401a","Conj-w | V-Qal-ConsecImperf-3ms | 3ms"
"H5401a","V-Qal-Imperf.Cohort-1cs"
"H5401a","Conj-w | V-Qal-Imp-ms | 3fs"
"H5401a","Conj-w | V-Qal-ConsecImperf-3mp"
"H5401a","V-Qal-Imperf-1cs | 2ms"
"H5401a","V-Qal-Imperf-3mp | Pn"
"H5401a","Conj-w | V-Qal-ConjPerf-3fs"
"H5401a","Conj-w | V-Qal-ConsecImperf-3ms"
"H5401a","V-Qal-Perf-3cp"
"H5401a","V-Piel-Imp-mp"
"H5401a","V-Qal-Imperf-3ms | 1cs"
"H5401a","Conj-w | V-Piel-ConsecImperf-3ms"
"H5401a","Conj-w | V-Qal-ConsecImperf-3fs"
"H5401a","Prep-l | V-Piel-Inf"
"H5401a","V-Qal-Imperf-3ms"
"H5401a","Conj-w | V-Qal-ConjPerf-3ms"
"H5401b","V-Qal-Prtcpl-mpc"
"H5410a","N-fs"
"H5410a","Prep-b | N-msc"
"H5410a","N-ms"
"H5410b","Conj-w | N-fpc | 3fs"
"H5410b","N-fsc | 1cs"
"H5410b","N-fs"
"H5410b","N-fpc | 3mp"
"H5410b","N-fpc | 3fs"
"H5410b","Prep-l | N-fsc | 1cs"
"H5410b","N-fpc | 1cs"
"H5410b","Prep-m | N-fsc | 3mp"
"H5410b","Prep-l | N-fpc"
"H5410b","N-fpc"
"H5410b","Prep-b | N-fpc | 3fs"
"H5410b","Prep-b | N-fp"
"H5410b","Prep-b | N-fpc | 3ms"
"H5410b","N-fp"
"H5411","Art | V-Qal-QalPassPrtcpl-mp"
"H5419",""
"H5425a","Prep-l | V-Piel-Inf"
"H5425a","Conj-w | V-Qal-ConjImperf-3ms"
"H5425a","Conj-w | V-Hifil-ConsecImperf-3ms"
"H5425b","Conj-w | V-Hifil-ConsecImperf-3ms"
"H5425b","V-Hifil-InfAbs"
"H5425b","Conj-w | V-Hifil-ConsecImperf-3ms | 3ms"
"H5425b","V-Hifil-Imperf.Jus-3ms"
"H5425b","V-Hifil-Prtcpl-ms"
"H5433a","V-Qal-Prtcpl-ms"
"H5433a","Prep-b | V-Qal-Prtcpl-mpc"
"H5433a","V-Qal-QalPassPrtcpl-mp"
"H5433a","Conj-w | V-Qal-ConjImperf.Cohort-1cp"
"H5433b","V-Qal-Prtcpl-mp"
"H5483a","Conj-w | N-ms"
"H5483a","Prep-k | N-msc"
"H5483b","Prep-k | N-ms"
"H5483b","Prep-k | N-mpc | 1cs"
"H5483b","N-mpc | 2ms"
"H5483b","Prep-k | N-msc"
"H5483b","Prep-b | N-mp"
"H5483b","Prep-l | N-mpc | 3ms"
"H5483b","Conj-w, Art | N-mp"
"H5483b",""
"H5483b","Conj-w, Prep-b, Art | N-mp"
"H5483b","Conj-w | N-mpc | 3mp"
"H5483b","N-msc"
"H5483b","Prep-b, Art | N-mp"
"H5483b","Conj-w | N-mpc"
"H5483b","Prep-b | N-msc | 3ms"
"H5483b","Art | N-mp"
"H5483b","Prep-l, Art | N-ms"
"H5483b","N-mpc | 3mp"
"H5483b","N-mpc | 2mp"
"H5483b","Prep-l, Art | N-mp"
"H5483b","Conj-w, Art | N-ms"
"H5483b","Prep-b | N-mpc | 3ms"
"H5483b","Prep-b | N-ms"
"H5483b","N-ms"
"H5483b","Prep-k | N-mpc | 2ms"
"H5483b","Art | N-ms"
"H5483b","Conj-w | N-ms"
"H5483b","Conj-w | N-mp"
"H5483b","N-mp"
"H5483b","N-mpc | 3ms"
"H5483b","Prep-k, Art | N-ms"
"H5486","V-Hifil-Imperf.Jus-1cs"
"H5492a","Prep-k | N-fp"
"H5492a","Conj-w, Prep-k, Art | N-fs"
"H5492a","Prep-b | N-fs"
"H5492a","Conj-w, Prep-b | N-fsc | 2ms"
"H5492a","Conj-w | N-fs | 3fs"
"H5492a","Prep-k, Art | N-fs"
"H5492a","Prep-k | N-fs"
"H5492a","N-fs"
"H5492b","Prep-b | N-proper-fs"
"H5512a","N-proper-fs"
"H5512b","N-proper-fs"
"H5518a","N-cpc | 2mp"
"H5518a","Prep-k, Art | N-cs"
"H5518a","Art | N-cp"
"H5518a","N-csc"
"H5518a","Art | N-cs"
"H5518a","N-cpc | 3ms"
"H5518a","N-cs"
"H5518a","Prep-l | N-cs"
"H5518a","Prep-b, Art | N-cp"
"H5518a","Prep-b, Art | N-cs"
"H5518b","Art | N-fp"
"H5518b","Prep-b | N-fpc"
"H5518b","Prep-b, Art | N-fp"
"H5518b","N-fp"
"H5524",""
"H5526a","Conj-w | V-Hifil-ConsecImperf-3ms"
"H5526b","Art | V-Qal-Prtcpl-ms"
"H5526b","Conj-w | V-Qal-Prtcpl-mp"
"H5526b","Conj-w | V-Piel-ConjPerf-1cs"
"H5526b","V-Piel-Imperf-3ms"
"H5526b","V-Qal-Prtcpl-mp"
"H5526b","V-Hifil-Prtcpl-ms"
"H5526b","Conj-w | V-Hifil-ConsecImperf-3ms"
"H5526b","Conj-w | V-Hifil-ConjImperf-2ms"
"H5526b","V-Qal-Imperf-3mp | 3ms"
"H5526b","Prep-l | V-Hifil-Inf"
"H5526b","V-Hifil-Imperf.Jus-3ms"
"H5526b","V-Qal-Perf-2ms"
"H5526b","Conj-w | V-Qal-ConsecImperf-3mp"
"H5526b","Conj-w | V-Qal-ConjPerf-2ms"
"H5526c","V-Qal-Imperf-2ms | 1cs"
"H5526d","Art | N-ms"
"H5526e","Conj-w | V-Qal-ConjPerf-1cs"
"H5526f","V-Piel-Imperf-2ms | 1cs"
"H5531a","Conj-w | N-fs"
"H5531b","Conj-w, Art | N-fs"
"H5531b","Art | N-fs"
"H5531b","N-fs"
"H5531b","Prep-b | N-fs"
"H5531b","Conj-w | N-fs"
"H5531b","N-fsc"
"H5533a","V-Nifal-Imperf-3ms"
"H5533b","Art | V-Pual-Prtcpl-ms"
"H5541a","V-Piel-Perf-3ms"
"H5541a","V-Qal-Perf-2ms"
"H5541b","V-Pual-Imperf-3fs"
"H5543a","N-proper-ms"
"H5543b","N-proper-ms"
"H5543c","N-proper-ms"
"H5543d","N-proper-ms"
"H5543e","Prep-l | N-proper-ms"
"H5555",""
"H5562",""
"H5587a","Art | N-mp"
"H5587b","N-mpc | 1cs"
"H5587b","Prep-b | N-mp"
"H5591a","Prep-m | N-ms"
"H5591a","Prep-b | N-msc | 2ms"
"H5591a","Art | N-ms"
"H5591a","Conj-w | N-ms"
"H5591a","Prep-b | N-ms"
"H5591a","N-ms"
"H5591b","Prep-b | N-fpc"
"H5591b","N-fsc"
"H5591b","Prep-b, Art | N-fs"
"H5591b","N-fs"
"H5591b","Conj-w | N-fs"
"H5591b","N-fp"
"H5591b","Art | N-fs"
"H5592a","Art | N-mp"
"H5592a","N-msc"
"H5592a","N-mpc"
"H5592a","Prep-b, Art | N-ms"
"H5592a","Conj-w, Art | N-mp"
"H5592a","Conj-w | N-fp"
"H5592b","Art | N-mp"
"H5592b","Prep-b | N-msc"
"H5592b","N-msc | 1cs"
"H5592b","N-msc | 3mp"
"H5592b","Conj-w | N-msc"
"H5592b","Art | N-ms"
"H5592b","Prep-b, Art | N-mp"
"H5592b","N-msc"
"H5592b","N-ms"
"H5592b","Prep-b, Art | N-ms"
"H5596a","Conj-w | V-Nifal-ConjPerf-3cp"
"H5596a","V-Pual-Imperf-3mp"
"H5596a","V-Qal-Imp-ms | 1cs"
"H5596a","Prep-m | V-Hitpael-Inf"
"H5596a","V-Piel-Prtcpl-ms"
"H5596b","Conj-w | V-Piel-ConjPerf-3ms"
"H5599a","N-mpc | 3fs"
"H5599b","N-mpc | 3fs"
"H5599b","N-msc"
"H5599b","N-ms"
"H5606a","V-Qal-Perf-3ms | 3mp"
"H5606a","V-Hifil-Imperf-3mp"
"H5606a","Conj-w | V-Qal-ConjPerf-3ms"
"H5606a","V-Qal-Perf-3cp"
"H5606a","V-Qal-Imperf-3ms"
"H5606a","Conj-w | V-Qal-ConsecImperf-3ms"
"H5606a","V-Qal-Imp-ms"
"H5606a","V-Qal-Perf-1cs"
"H5606b","V-Qal-Imperf-3ms"
"H5607a","Prep-b | N-ms"
"H5607b","N-msc | 3ms"
"H5608a","V-Piel-Imperf-1cs"
"H5608a","V-Nifal-Imperf-3mp"
"H5608a","V-Piel-Prtcpl-ms"
"H5608a","V-Qal-Perf-3ms | 3mp"
"H5608a","Conj-w | V-Piel-ConsecImperf-3fs"
"H5608a","V-Pual-Imperf-3ms"
"H5608a","V-Piel-Inf"
"H5608a","Conj-w | V-Qal-ConsecImperf-3ms | 3mp"
"H5608a","Conj-w | V-Qal-ConjPerf-3ms"
"H5608a","Conj-w, Prep-l | V-Piel-Inf"
"H5608a","Conj-w | V-Qal-ConjPerf-3fs"
"H5608a","V-Qal-Imperf-3ms"
"H5608a","V-Piel-Prtcpl-mp"
"H5608a","Conj-w | V-Nifal-ConsecImperf-3mp"
"H5608a","V-Piel-Imperf-1cp"
"H5608a","V-Piel-Imperf-3mp"
"H5608a","V-Piel-Perf-3cp"
"H5608a","Conj-w | V-Piel-ConjImperf-3mp"
"H5608a","V-Nifal-Imperf-3ms"
"H5608a","Prep-l | V-Qal-Inf"
"H5608a","V-Piel-Perf-1cs"
"H5608a","Conj-w | V-Qal-ConjPerf-2mp"
"H5608a","Conj-w | V-Piel-ConjImperf.Cohort-1cp"
"H5608a","Conj-w | V-Piel-ConjImperf.Cohort-1cs"
"H5608a","V-Qal-Perf-3ms"
"H5608a","Conj-w | V-Qal-Imp-ms"
"H5608a","Conj-w | V-Piel-ConsecImperf-3ms"
"H5608a","Conj-w | V-Piel-ConjImperf-1cs"
"H5608a","V-Qal-Imperf-2mp"
"H5608a","Conj-w | V-Piel-ConsecImperf-1cp"
"H5608a","V-Qal-Imp-mp"
"H5608a","Conj-w | V-Piel-ConsecImperf-3mp"
"H5608a","V-Piel-Imperf-1cs | 3fse"
"H5608a","Conj-w | V-Piel-ConsecImperf-3mp | 3mp"
"H5608a","V-Piel-Imp-ms"
"H5608a","Prep-l | V-Piel-Inf"
"H5608a","V-Piel-Imp-ms | 3fs"
"H5608a","V-Piel-Imperf-3ms"
"H5608a","V-Piel-Imperf.Cohort-1cs"
"H5608a","Conj-w | V-Qal-ConjPerf-2ms"
"H5608a","V-Piel-Imp-mp"
"H5608a","V-Pual-Perf-3ms"
"H5608a","Conj-w | V-Piel-ConsecImperf-3ms | 3fs"
"H5608a","V-Qal-Imperf-1cs | 3mp"
"H5608a","V-Piel-Imperf-2mp"
"H5608a","V-Qal-Prtcpl-ms"
"H5608a","Prep-m | V-Piel-Inf"
"H5608a","V-Piel-Imperf-2ms"
"H5608a","V-Qal-Perf-2mp"
"H5608a","V-Qal-Imperf-2ms"
"H5608a","Conj-w | V-Qal-ConsecImperf-3ms"
"H5608a","V-Qal-Imperf-3mp"
"H5608a","V-Qal-Perf-2ms"
"H5608b","N-mp"
"H5608b","N-ms"
"H5608b","Art | N-ms"
"H5608b","N-mpc"
"H5608b","Conj-w | N-ms"
"H5608b","N-msc"
"H5612a","Prep-m | N-msc | 2ms"
"H5612a","Prep-b, Art | N-ms"
"H5612a","N-msc"
"H5612a","Prep-m | N-msc"
"H5612a","N-ms"
"H5612a","N-msc | 2ms"
"H5612a","Prep-m | N-msc | 1cs"
"H5612a","Art | N-mp"
"H5612a","Art | N-ms"
"H5612a","Prep-k, Art | N-ms"
"H5612a","Conj-w | N-mp"
"H5612a","Conj-w | N-ms"
"H5612a","Prep-b | N-msc"
"H5612a","N-mp"
"H5612a","Prep-b, Art | N-mp"
"H5612b","Prep-b | N-fsc | 2ms"
"H5633a","Conj-w, Prep-l | N-mpc | 2mp"
"H5633a","N-mpc"
"H5633a","Art | N-mp"
"H5633a","Conj-w | N-mpc"
"H5633a","Prep-l | N-mpc"
"H5633b","Conj-w | N-mpc"
"H5640a","V-Qal-Imperf-2mp"
"H5640a","V-Qal-Imperf-3mp"
"H5640a","Prep-l | V-Qal-Inf"
"H5640a","V-Qal-Perf-3ms"
"H5640a","Conj-w | V-Piel-ConsecImperf-3mp | 3mp"
"H5640a","Conj-w | V-Qal-ConsecImperf-3mp"
"H5640a","V-Qal-QalPassPrtcpl-ms"
"H5640a","V-Qal-Imp-ms"
"H5640a","Conj-w, Prep-b | V-Qal-QalPassPrtcpl-ms"
"H5640a","V-Qal-QalPassPrtcpl-mp"
"H5640a","Prep-l | V-Nifal-Inf"
"H5640a","V-Piel-Perf-3cp | 3mp"
"H5640b","V-Qal-Perf-3ms"
"H5642a","Conj-w | V-Piel-QalPassPrtcpl-fpd"
"H5642b","V-Qal-Perf-3ms | 3ms"
"H5643a","Prep-b | N-msc"
"H5643a","Prep-b, Art | N-ms"
"H5643a","N-msc | 1cs"
"H5643a","Conj-w | N-msc"
"H5643a","N-ms"
"H5643a","Prep-b, Art | N-msc"
"H5643a","N-msc | 3ms"
"H5643a","N-mp"
"H5643b","N-fs"
"H5654",""
"H5663",""
"H5664",""
"H5674a","Prep-b | V-Qal-Inf | 2ms"
"H5674a","Conj-w | V-Hifil-ConsecImperf-3ms"
"H5674a","V-Qal-Inf | 3mp"
"H5674a","V-Qal-Inf"
"H5674a","Conj-w | V-Hifil-ConjImperf-2ms"
"H5674a","V-Qal-Imperf-3mp"
"H5674a","Prep-k | V-Qal-Inf"
"H5674a","V-Qal-Prtcpl-mp"
"H5674a","Conj-w | V-Qal-ConsecImperf-1cs | 3fs"
"H5674a","Prep-m | V-Qal-Prtcpl-ms"
"H5674a","V-Qal-Perf-3cp"
"H5674a","V-Qal-Imperf-3ms | 3mse"
"H5674a","Conj-w | V-Qal-ConsecImperf-1cp"
"H5674a","V-Nifal-Imperf-3ms"
"H5674a","Prep-m | V-Qal-Inf"
"H5674a","V-Qal-Imperf-3fp"
"H5674a","V-Qal-Imperf-1cp"
"H5674a","V-Qal-InfAbs"
"H5674a","V-Qal-Perf-2mp"
"H5674a","Conj-w | V-Hifil-ConjImperf-3mp"
"H5674a","Conj-w | V-Hifil-ConsecImperf-3ms | 1cs"
"H5674a","V-Qal-Perf-3fs"
"H5674a","V-Qal-Inf | 3ms"
"H5674a","V-Qal-Imperf.Cohort-1cp"
"H5674a","V-Hifil-Imperf-1cs"
"H5674a","V-Hifil-Imp-mp | 1cs"
"H5674a","Conj-w | V-Hifil-ConsecImperf-3mp"
"H5674a","Conj-w | V-Qal-ConsecImperf-1cs"
"H5674a","V-Piel-Perf-3ms"
"H5674a","Prep-b | V-Qal-Inf | 3ms"
"H5674a","Prep-b | V-Hifil-Inf"
"H5674a","V-Hifil-Perf-3ms"
"H5674a","V-Qal-Imp-ms"
"H5674a","V-Qal-Imperf-2ms"
"H5674a","Conj-w | V-Qal-ConjImperf.Cohort-1cp"
"H5674a","Conj-w | V-Qal-Imp-ms"
"H5674a","Conj-w | V-Hifil-ConjPerf-3cp"
"H5674a","V-Hifil-Inf | 1cp"
"H5674a","V-Qal-Prtcpl-mpc"
"H5674a","V-Qal-Inf | 2mp"
"H5674a","Conj-w | V-Qal-ConsecImperf-3fs"
"H5674a","V-Qal-Imperf-2fs"
"H5674a","Prep-l | V-Hifil-Inf | 3ms"
"H5674a","V-Qal-Imperf-3mp | 3mp"
"H5674a","Prep-l | V-Qal-Inf"
"H5674a","Conj-w | V-Qal-ConsecImperf-3mp"
"H5674a","V-Qal-Inf | 1cs"
"H5674a","V-Hifil-Prtcpl-ms"
"H5674a","V-Hifil-Imp-ms"
"H5674a","V-Qal-Perf-1cp"
"H5674a","Art | V-Qal-Prtcpl-mp"
"H5674a","Conj-w | V-Qal-ConjPerf-1cs"
"H5674a","Prep-l | V-Qal-Prtcpl-mpc"
"H5674a","Conj-w | V-Hifil-ConjPerf-3ms | 1cs"
"H5674a","V-Hifil-Perf-2ms"
"H5674a","V-Qal-Imperf-3mp | 3ms, Pn"
"H5674a","V-Hifil-Imperf-2mp"
"H5674a","Conj-w | V-Qal-ConjImperf-3ms"
"H5674a","Prep-k | V-Qal-Inf | 3mp"
"H5674a","Conj-w | V-Hifil-ConjPerf-2mp"
"H5674a","V-Qal-Imp-fs"
"H5674a","Conj-w | V-Qal-ConjPerf-2mp"
"H5674a","Conj-w | V-Qal-ConjPerf-3fs"
"H5674a","Prep-b | V-Qal-Inf | 2mp"
"H5674a","V-Hifil-Perf-1cs"
"H5674a","Conj-w | V-Qal-Imp-mp"
"H5674a","V-Qal-Perf-3ms | 3ms"
"H5674a","Conj-w | V-Hifil-ConsecImperf-3mp | 3ms"
"H5674a","V-Qal-Perf-3ms"
"H5674a","V-Qal-Imperf-2mp"
"H5674a","Conj-w | V-Hifil-ConjPerf-1cs"
"H5674a","V-Qal-Prtcpl-msc"
"H5674a","Pro-r | V-Qal-Perf-1cs"
"H5674a","V-Qal-Perf-1cs"
"H5674a","V-Qal-Imperf-3mp | Pn"
"H5674a","Conj-w | V-Hifil-ConsecImperf-3ms | 3mp"
"H5674a","Prep-l | V-Hifil-Inf"
"H5674a","Conj-w | V-Qal-Prtcpl-ms"
"H5674a","V-Qal-Imperf-3fs"
"H5674a","Prep-l | V-Qal-Inf | 2ms"
"H5674a","Conj-w | V-Qal-ConjPerf-3cp"
"H5674a","Conj-w | V-Hifil-ConjPerf-2ms"
"H5674a","Conj-w | V-Qal-ConjPerf-3ms"
"H5674a","Conj-w | V-Hifil-ConjPerf-3ms"
"H5674a","V-Hifil-Imperf-3mp | 1cs"
"H5674a","V-Qal-Imp-mp"
"H5674a","Conj-w | V-Qal-ConsecImperf-2mp"
"H5674a","Conj-w | V-Hifil-ConsecImperf-3mp | 3mp"
"H5674a","V-Hifil-Imperf-3ms"
"H5674a","Conj-w | V-Qal-ConjPerf-1cp"
"H5674a","V-Qal-Imperf.Cohort-1cs"
"H5674a","V-Qal-Perf-2ms"
"H5674a","V-Hifil-Imperf-2ms | 1cp"
"H5674a","V-Qal-Prtcpl-ms"
"H5674a","V-Hifil-Prtcpl-mp"
"H5674a","V-Qal-Imperf-1cs"
"H5674a","V-Qal-Imperf-3ms"
"H5674a","Art | V-Qal-Prtcpl-ms"
"H5674a","Prep-b | V-Qal-Inf"
"H5674a","V-Qal-Imperf.h-1cs"
"H5674a","Conj-w | V-Piel-ConsecImperf-3ms"
"H5674a","V-Hifil-InfAbs"
"H5674a","Conj-w | V-Qal-ConjPerf-2ms"
"H5674a","V-Hifil-Perf-3cp"
"H5674a","V-Qal-Inf | 1cp"
"H5674a","Conj-w | V-Qal-ConsecImperf-3ms"
"H5674a","Prep-m | V-Qal-Prtcpl-mp"
"H5674a","Conj-w | V-Qal-ConjImperf-3mp"
"H5674a","Conj-w | V-Hifil-Imp-ms"
"H5674a","Prep-l, Art | V-Qal-Prtcpl-mp"
"H5674a","Conj-w | V-Hifil-ConsecImperf-3ms | 3ms"
"H5674b","V-Hitpael-Perf-3ms"
"H5674b","V-Hitpael-Prtcpl-ms"
"H5674b","V-Hitpael-Perf-2ms"
"H5674b","V-Hitpael-Prtcpl-msc | 3ms"
"H5674b","Conj-w | V-Hitpael-ConsecImperf-3ms"
"H5674b","V-Qal-Prtcpl-ms"
"H5697a","Prep-b | N-fsc | 1cs"
"H5697a","N-fs"
"H5697a","Prep-k | N-fs"
"H5697a","N-fsc"
"H5697a","Art | N-fs"
"H5697a","Prep-l | N-fpc"
"H5697b","N-proper-fs"
"H5703",""
"H5704",""
"H5710a","V-Qal-Perf-3ms"
"H5710a","V-Hifil-Prtcpl-ms"
"H5710b","Conj-w | V-Qal-ConsecImperf-3fs"
"H5710b","V-Qal-Imperf-2fs"
"H5710b","V-Qal-Imp-ms"
"H5710b","Conj-w | V-Qal-ConsecImperf-2fs"
"H5710b","Conj-w | V-Qal-ConsecImperf-1cs | 2fs"
"H5710b","V-Qal-Imperf-3fs"
"H5710b","Conj-w | V-Qal-ConjPerf-2fs"
"H5713a","Conj-w | N-fs"
"H5713a","Prep-l | N-fs"
"H5713b","Art | N-fp"
"H5713b","Conj-w | N-fpc | 2ms"
"H5713b","Prep-m | N-fpc | 2ms"
"H5713b","Conj-w | N-fpc | 3ms"
"H5713b","Prep-b | N-fpc | 2ms"
"H5713b","Conj-w | N-fpc | 1cs"
"H5713b","N-fpc | 3ms"
"H5713b","N-fpc | 2ms"
"H5716","Prep-b | N-msc"
"H5730a","N-mp"
"H5730a","N-mpc | 2ms"
"H5730a","Prep-m | N-mpc | 1cs"
"H5730b","N-proper-fs"
"H5730b","N-fs"
"H5731a","N-proper-ms"
"H5731a","Conj-w | N-proper-ms"
"H5731b","Prep-k | N-proper-fs"
"H5731b","N-proper-fs"
"H5731b","Prep-b | N-proper-fs"
"H5731b","Prep-m | N-proper-fs"
"H5737a","Conj-w, Prep | V-Qal-Inf"
"H5737b","V-Nifal-Imperf-3ms"
"H5737b","V-Nifal-Imperf-3mp | Pn"
"H5737c","V-Nifal-Prtcpl-fs"
"H5737c","V-Nifal-Perf-3fs"
"H5737c","V-Nifal-Perf-3ms"
"H5737c","V-Piel-Imperf-3mp"
"H5739","N-proper-fs"
"H5740a","Conj-w | N-proper-ms"
"H5740b","Conj-w | N-proper-fs"
"H5749a","V-Piel-Prtcpl-ms"
"H5749a","V-Piel-Imperf-3ms"
"H5749a","V-Piel-Perf-3cp | 1cs"
"H5749a","Conj-w | V-Hitpael-ConsecImperf-1cp"
"H5749b","V-Hifil-Imperf-1cs | 2fs"
"H5749b","Conj-w | V-Hifil-ConsecImperf-1cs"
"H5749b","V-Hifil-Perf-2ms"
"H5749b","V-Hifil-InfAbs"
"H5749b","Conj-w | V-Hifil-Imp-mp"
"H5749b","Conj-w | V-Hifil-ConjImperf.Cohort-1cs"
"H5749b","Conj-w | V-Hifil-Imp-ms"
"H5749b","V-Hifil-Imperf-2ms"
"H5749b","V-Hifil-Perf-3cp"
"H5749b","Conj-w | V-Hifil-ConsecImperf-3ms"
"H5749b","Conj-w | V-Hifil-ConsecImperf-2ms"
"H5749b","Conj-w | V-Hifil-ConsecImperf-3fs | 1cs"
"H5749b","Conj-w | V-Hifil-ConsecImperf-3mp"
"H5749b","V-Hifil-Imp-ms"
"H5749b","Conj-w | V-Hifil-InfAbs"
"H5749b","Conj-w | V-Hofal-ConjPerf-3ms"
"H5749b","V-Hifil-Perf-1cs"
"H5749b","Conj-w | V-Hifil-ConsecImperf-3mp | 3ms"
"H5749b","V-Hifil-Prtcpl-ms"
"H5749b","Conj-w | V-Hifil-ConsecImperf-1cs | 3fs"
"H5749b","Conj-w | V-Hifil-ConjImperf-3mp | 3ms"
"H5749b","V-Hifil-Perf-3ms"
"H5750","Adv | 3fp"
"H5750","Adv | 1cp"
"H5753a","V-Piel-Perf-3ms"
"H5753a","Conj-w | V-Nifal-Prtcpl-msc"
"H5753a","Conj-w | V-Piel-ConjPerf-3ms"
"H5753a","V-Hifil-Perf-3cp"
"H5753a","V-Hifil-Perf-1cs"
"H5753a","V-Nifal-Perf-1cs"
"H5753b","V-Nifal-Prtcpl-fsc"
"H5753b","Conj-w | V-Qal-ConjPerf-1cp"
"H5753b","V-Hifil-Perf-1cs"
"H5753b","V-Hifil-Perf-3ms"
"H5753b","Prep-b | V-Hifil-Inf | 3ms"
"H5753b","V-Qal-Perf-3fs"
"H5753b","Conj-w | V-Hifil-ConjPerf-1cp"
"H5753b","V-Hifil-Perf-1cp"
"H5753b","V-Hifil-InfAbs"
"H5761","Conj-w, Art | N-proper-mp"
"H5766a","N-fs"
"H5766a","Prep-m | N-ms"
"H5766a","Conj-w, Prep-b | N-msc | 3ms"
"H5766a","Prep-b | N-msc"
"H5766a","Prep-b | N-msc | 3ms"
"H5766a","N-ms"
"H5766b","Prep-b | N-fs"
