"id","new_id"
"0900200105","H3820a-014"
"0900200107","H7311a-002"
"0900200108","H7161a-023"
"0900200112","H5921a-006"
"0900200114","H3588a-005"
"0900200204","H3588a-005"
"0900200302","H7235a-043"
"0900200309","H3588a-005"
"0900200403","H2844b-001"
"0900200503","H7936b-001"
"0900200510","H7227a-023"
"0900200511","H1121a-079"
"0900200706","H7311a-047"
"0900200801","H6965b-057"
"0900200805","H7311a-011"
"0900200808","H5973a-007"
"0900200813","H3588a-005"
"0900200818","H5921a-027"
"0900200907","H1826a-016"
"0900200908","H3588a-005"
"0900200910","H3581b-002"
"0900201005","H5921a-026"
"0900201006","H5921a-026"
"0900201011","H0657a-011"
"0900201016","H7311a-026"
"0900201017","H7161a-022"
"0900201101","H3212-024"
"0900201104","H5921a-006"
"0900201105","H1004b-018"
"0900201111","H0854-033"
"0900201201","H1121a-046"
"0900201203","H1121a-030"
"0900201304","H5971a-060"
"0900201314","H4207a-002"
"0900201403","H0176a-001"
"0900201405","H0176a-001"
"0900201407","H0176a-001"
"0900201410","H0834a-003"
"0900201412","H4207a-001"
"0900201417","H6213a-004"
"0900201503","H6999a-027"
"0900201518","H4480a-003"
"0900201521","H3588b-001"
"0900201522","H0518b-002"
"0900201523","H2416a-014"
"0900201604","H6999a-041"
"0900201605","H6999a-027"
"0900201610","H0834d-003"
"0900201616","H3588a-005"
"0900201619","H0518a-002"
"0900201702","H2403b-011"
"0900201704","H1419a-009"
"0900201706","H0854-033"
"0900201709","H3588a-005"
"0900201711","H0376-008"
"0900201803","H0854-033"
"0900201902","H6996b-007"
"0900201903","H6213a-051"
"0900202008","H7760a-102"
"0900202012","H4480a-010"
"0900202017","H0834a-003"
"0900202101","H3588a-005"
"0900202102","H6485a-036"
"0900202109","H1121a-079"
"0900202115","H5973a-007"
"0900202207","H0834a-003"
"0900202208","H6213a-094"
"0900202209","H1121a-023"
"0900202213","H0834a-003"
"0900202304","H6213a-011"
"0900202307","H0834a-003"
"0900202312","H7451a-023"
"0900202313","H0854-023"
"0900202315","H5971a-060"
"0900202402","H1121a-004"
"0900202403","H3588a-005"
"0900202405","H2896a-031"
"0900202407","H0834a-003"
"0900202410","H5674a-095"
"0900202411","H5971a-001"
"0900202501","H0518a-003"
"0900202507","H0518a-002"
"0900202516","H6963a-034"
"0900202518","H3588a-005"
"0900202519","H2654a-005"
"0900202605","H2896a-007"
"0900202607","H5973a-007"
"0900202610","H5973a-007"
"0900202714","H1004b-064"
"0900202718","H1004b-055"
"0900202809","H5921a-006"
"0900202811","H6999a-033"
"0900202817","H1004b-055"
"0900202822","H1121a-030"
"0900202905","H0834a-003"
"0900202910","H1121a-038"
"0900202911","H4480a-007"
"0900202912","H1254b-001"
"0900202917","H5971a-022"
"0900203001","H3651c-006"
"0900203008","H1004b-073"
"0900203009","H1004b-005"
"0900203020","H3588a-005"
"0900203109","H1004b-064"
"0900203113","H1004b-059"
"0900203202","H6862b-005"
"0900203205","H0834a-003"
"0900203212","H1004b-059"
"0900203305","H5973b-002"
"0900203309","H5869a-066"
"0900203315","H1004b-073"
"0900203404","H0834a-003"
"0900203408","H1121a-038"
"0900203501","H6965b-013"
"0900203505","H0834d-003"
"0900203508","H6213a-132"
"0900203511","H1004b-041"
"0900203604","H1004b-059"
"0900203613","H5596a-003"
"0900203619","H6595a-002"
"0900300207","H5869a-034"
"0900300208","H5869a-027"
"0900300209","H2490c-025"
"0900300301","H5216a-003"
"0900300309","H0834a-003"
"0900300406","H2009-005"
"0900300505","H2009-005"
"0900300506","H3588a-005"
"0900300514","H3212-024"
"0900300606","H6965b-064"
"0900300608","H3212-024"
"0900300612","H2009-005"
"0900300613","H3588a-005"
"0900300619","H1121a-044"
"0900300806","H6965b-064"
"0900300807","H3212-024"
"0900300811","H2009-005"
"0900300812","H3588a-005"
"0900300817","H3588a-005"
"0900300904","H3212-085"
"0900300907","H0518a-003"
"0900300913","H3588a-005"
"0900300916","H3212-024"
"0900301012","H3588a-005"
"0900301107","H6213a-137"
"0900301110","H0834a-003"
"0900301203","H6965b-034"
"0900301208","H0834a-003"
"0900301211","H1004b-018"
"0900301212","H2490c-032"
"0900301303","H3588a-005"
"0900301307","H1004b-018"
"0900301311","H0834a-003"
"0900301313","H3588a-005"
"0900301316","H1121a-023"
"0900301318","H3543b-001"
"0900301401","H3651c-007"
"0900301403","H1004b-055"
"0900301405","H0518a-003"
"0900301406","H3722a-023"
"0900301408","H1004b-064"
"0900301505","H6605a-021"
"0900301507","H1817c-014"
"0900301508","H1004b-064"
"0900301514","H4759a-003"
"0900301607","H1121a-044"
"0900301609","H2009-005"
"0900301704","H0834a-003"
"0900301710","H4480a-007"
"0900301712","H6213a-132"
"0900301717","H0518a-003"
"0900301719","H4480a-007"
"0900301723","H0834a-003"
"0900301809","H4480a-006"
"0900301813","H2896a-027"
"0900301814","H5869a-026"
"0900301815","H6213a-132"
"0900301905","H5973a-017"
"0900302007","H3588a-005"
"0900302105","H3588a-005"
"0900400112","H5921a-006"
"0900400201","H6186a-032"
"0900400213","H7704b-002"
"0900400302","H5971a-060"
"0900400402","H5971a-060"
"0900400409","H3068-001"
"0900400410","H6635b-002"
"0900400415","H1121a-030"
"0900400417","H5973a-007"
"0900400512","H1419a-009"
"0900400604","H6963a-031"
"0900400608","H6963a-031"
"0900400610","H1419a-008"
"0900400615","H3588a-005"
"0900400703","H3588a-005"
"0900400712","H3588a-005"
"0900400817","H4057b-014"
"0900400908","H0834d-003"
"0900400913","H3898a-021"
"0900401001","H3898a-007"
"0900401010","H1419a-009"
"0900401105","H1121a-030"
"0900401212","H5921a-006"
"0900401213","H7218a-016"
"0900401305","H5921a-006"
"0900401311","H3588a-005"
"0900401313","H3820a-012"
"0900401315","H5921a-006"
"0900401321","H5892b-034"
"0900401324","H5892b-039"
"0900401404","H6963a-031"
"0900401408","H6963a-031"
"0900401409","H1995a-005"
"0900401412","H4116a-008"
"0900401502","H1121a-073"
"0900401506","H5869a-027"
"0900401507","H6965b-059"
"0900401607","H4480a-010"
"0900401610","H4480a-010"
"0900401618","H1121a-044"
"0900401701","H6030b-032"
"0900401710","H1419a-009"
"0900401712","H5971a-044"
"0900401715","H1121a-038"
"0900401807","H5921a-010"
"0900401816","H3588a-005"
"0900401904","H2030a-004"
"0900401918","H3588a-005"
"0900401920","H5921a-024"
"0900401921","H6735c-001"
"0900402005","H5921a-024"
"0900402008","H3588a-005"
"0900402009","H1121a-065"
"0900402012","H6030b-063"
"0900402015","H3820a-015"
"0900402205","H3588a-005"
"0900500208","H1004b-064"
"0900500412","H7218a-037"
"0900500423","H5921a-026"
"0900500501","H5921a-006"
"0900500502","H3651c-006"
"0900500509","H1004b-064"
"0900500511","H5921a-006"
"0900500609","H6076b-002"
"0900500702","H0376-004"
"0900500704","H3588a-005"
"0900500705","H3651c-006"
"0900500712","H5973a-015"
"0900500713","H3588a-005"
"0900500716","H5921a-033"
"0900500717","H5921a-015"
"0900500805","H5633a-002"
"0900500810","H6213a-111"
"0900500902","H0310a-024"
"0900500908","H5892b-034"
"0900500910","H1419a-009"
"0900500915","H5892b-039"
"0900500916","H6996b-008"
"0900500918","H1419a-025"
"0900500921","H6076b-001"
"0900501022","H5971a-062"
"0900501105","H5633a-002"
"0900501119","H5971a-062"
"0900501120","H3588a-005"
"0900501125","H5892b-039"
"0900501202","H0834a-003"
"0900501206","H6076b-002"
"0900501210","H5892b-039"
"0900600104","H7704b-009"
"0900600207","H6213a-111"
"0900600302","H0518a-003"
"0900600312","H3588a-005"
"0900600317","H0227a-001"
"0900600325","H4480a-015"
"0900600404","H0834a-003"
"0900600409","H5633a-002"
"0900600412","H6076b-004"
"0900600418","H3588a-005"
"0900600422","H5633a-001"
"0900600501","H6213a-102"
"0900600503","H6076b-003"
"0900600518","H5921a-004"
"0900600519","H5921a-009"
"0900600521","H5921a-009"
"0900600605","H0834d-003"
"0900600610","H3820a-007"
"0900600612","H0834d-003"
"0900600613","H5953a-010"
"0900600616","H3212-017"
"0900600703","H6213a-127"
"0900600710","H0834a-003"
"0900600713","H5921a-027"
"0900600720","H1121a-022"
"0900600721","H0310a-015"
"0900600722","H1004b-053"
"0900600812","H0834a-003"
"0900600816","H7760a-044"
"0900600902","H0518a-003"
"0900600908","H6213a-125"
"0900600911","H7451c-036"
"0900600912","H1419a-008"
"0900600914","H0518a-002"
"0900600917","H3588a-005"
"0900601001","H6213a-015"
"0900601003","H3651c-006"
"0900601011","H1121a-022"
"0900601013","H1004b-037"
"0900601101","H7760a-058"
"0900601204","H5921a-006"
"0900601216","H5633a-004"
"0900601219","H0310a-009"
"0900601302","H7114b-013"
"0900601303","H7105a-010"
"0900601308","H5869a-013"
"0900601404","H7704b-024"
"0900601411","H1419a-009"
"0900601419","H5930a-024"
"0900601508","H0834a-003"
"0900601510","H0834a-003"
"0900601514","H7760a-058"
"0900601517","H1419a-008"
"0900601521","H5930a-013"
"0900601602","H5633a-002"
"0900601704","H0834a-003"
"0900601805","H5892b-052"
"0900601808","H5633a-003"
"0900601809","H5892b-050"
"0900601812","H3724d-001"
"0900601816","H1419a-008"
"0900601817","H0834a-003"
"0900601819","H5921a-024"
"0900601826","H7704b-009"
"0900601902","H0376-009"
"0900601904","H3588a-005"
"0900601909","H5971a-044"
"0900601916","H5971a-060"
"0900601917","H3588a-005"
"0900601920","H5971a-044"
"0900601922","H1419a-009"
"0900602015","H5921a-001"
"0900700111","H1004b-064"
"0900700116","H1121a-049"
"0900700206","H7235a-074"
"0900700213","H1004b-064"
"0900700215","H0310a-024"
"0900700305","H1004b-064"
"0900700308","H0518a-003"
"0900700311","H0859d-001"
"0900700321","H3559a-021"
"0900700402","H1121a-030"
"0900700405","H1168a-001"
"0900700618","H1121a-030"
"0900700703","H3588a-005"
"0900700705","H1121a-030"
"0900700709","H5633a-002"
"0900700714","H1121a-030"
"0900700802","H1121a-030"
"0900700807","H2790b-015"
"0900700808","H4480a-014"
"0900700908","H5930a-024"
"0900700917","H6030b-033"
"0900701004","H5930a-023"
"0900701011","H6963a-010"
"0900701012","H1419a-025"
"0900701015","H5921a-006"
"0900701102","H0376-004"
"0900701104","H4480a-010"
"0900701205","H7760a-096"
"0900701402","H5892b-003"
"0900701403","H0834a-003"
"0900701406","H0854-023"
"0900701507","H2416e-024"
"0900701703","H3588a-005"
"0900701705","H1004b-018"
"0900800102","H0834d-003"
"0900800105","H7760a-096"
"0900800107","H1121a-023"
"0900800203","H1121a-049"
"0900800303","H1121a-023"
"0900800307","H0310a-024"
"0900800504","H0859a-004"
"0900800506","H1121a-016"
"0900800511","H7760a-091"
"0900800516","H1471a-022"
"0900800601","H7489a-020"
"0900800603","H5869a-038"
"0900800605","H0834d-003"
"0900800706","H6963a-004"
"0900800707","H5971a-060"
"0900800709","H0834a-003"
"0900800712","H3588a-005"
"0900800715","H3988a-020"
"0900800716","H3588a-005"
"0900800718","H3988a-020"
"0900800719","H4427a-006"
"0900800720","H5921a-027"
"0900800803","H0834a-003"
"0900800804","H6213a-063"
"0900800812","H5800a-065"
"0900800816","H3651c-006"
"0900800818","H6213a-099"
"0900800903","H6963a-006"
"0900800905","H3588a-005"
"0900800906","H5749b-004"
"0900800907","H5749b-008"
"0900800913","H0834a-003"
"0900800914","H4427a-021"
"0900800915","H5921a-027"
"0900801008","H5971a-060"
"0900801010","H0854-037"
"0900801106","H0834a-003"
"0900801107","H4427a-021"
"0900801108","H5921a-005"
"0900801110","H1121a-077"
"0900801112","H7760a-002"
"0900801115","H6571a-002"
"0900801201","H7760a-012"
"0900801207","H2790a-004"
"0900801209","H7114b-022"
"0900801210","H7105a-003"
"0900801211","H6213a-155"
"0900801402","H7704b-001"
"0900801406","H2896a-021"
"0900801607","H2896a-021"
"0900801611","H6213a-033"
"0900801703","H0859d-002"
"0900801806","H0834a-003"
"0900801810","H6030b-003"
"0900801902","H5971a-060"
"0900801904","H6963a-004"
"0900801908","H3588b-001"
"0900801909","H0518b-002"
"0900801912","H5921a-033"
"0900802005","H1471a-022"
"0900802010","H3898a-018"
"0900802106","H5971a-060"
"0900802206","H6963a-006"
"0900802207","H4427a-045"
"0900802215","H3212-019"
"0900802217","H5892b-008"
"0900900107","H1121a-073"
"0900900109","H1121a-073"
"0900900110","H6872c-001"
"0900900111","H1121a-073"
"0900900113","H1121a-073"
"0900900115","H1121a-073"
"0900900117","H3227b-001"
"0900900203","H1121a-065"
"0900900207","H2896a-012"
"0900900210","H1121a-067"
"0900900212","H2896a-003"
"0900900213","H4480a-006"
"0900900218","H5971a-060"
"0900900310","H1121a-049"
"0900900317","H6965b-095"
"0900900318","H3212-085"
"0900900401","H5674a-106"
"0900900404","H5674a-106"
"0900900409","H5674a-046"
"0900900413","H5674a-106"
"0900900415","H3227b-001"
"0900900508","H0834a-003"
"0900900509","H5973a-017"
"0900900510","H3212-035"
"0900900515","H4480a-010"
"0900900607","H5892b-034"
"0900900612","H0834a-003"
"0900900617","H3212-071"
"0900900624","H0834a-003"
"0900900626","H5921a-024"
"0900900705","H3212-049"
"0900900709","H3588a-005"
"0900900803","H6030b-037"
"0900900906","H3212-030"
"0900900909","H3212-019"
"0900900910","H3212-027"
"0900900912","H7203a-001"
"0900900913","H3588a-005"
"0900900918","H7203a-001"
"0900901004","H2896a-003"
"0900901006","H3212-035"
"0900901007","H3212-071"
"0900901008","H3212-017"
"0900901010","H5892b-039"
"0900901011","H0834a-003"
"0900901104","H5892b-039"
"0900901115","H7203a-001"
"0900901201","H6030b-065"
"0900901207","H4116a-006"
"0900901209","H3588a-005"
"0900901212","H5892b-020"
"0900901213","H3588a-005"
"0900901216","H5971a-006"
"0900901302","H5892b-039"
"0900901303","H3651c-006"
"0900901310","H3588a-005"
"0900901313","H5971a-060"
"0900901316","H3588a-005"
"0900901320","H0310a-024"
"0900901321","H3651c-006"
"0900901326","H3588a-005"
"0900901402","H5892b-039"
"0900901406","H5892b-039"
"0900901610","H5921a-006"
"0900901611","H5971a-062"
"0900901615","H5971a-062"
"0900901618","H3588a-005"
"0900901621","H5971a-062"
"0900901622","H3588a-005"
"0900901706","H6030b-005"
"0900901709","H0834a-003"
"0900901714","H5971a-018"
"0900901813","H1004b-064"
"0900901814","H7203a-001"
"0900901901","H6030b-032"
"0900901907","H7203a-001"
"0900901912","H5973a-013"
"0900901917","H0834a-003"
"0900902008","H7760a-088"
"0900902010","H3820a-032"
"0900902012","H3588a-005"
"0900902016","H2532a-005"
"0900902021","H1004b-064"
"0900902101","H6030b-032"
"0900902107","H6996a-006"
"0900902212","H7218a-046"
"0900902307","H0834a-003"
"0900902310","H0834a-003"
"0900902313","H7760a-009"
"0900902315","H5973a-009"
"0900902401","H7311a-033"
"0900902405","H5921a-012"
"0900902406","H7760a-096"
"0900902412","H7760a-009"
"0900902415","H3588a-005"
"0900902420","H5971a-060"
"0900902424","H5973a-007"
"0900902503","H5892b-039"
"0900902505","H5973a-007"
"0900902507","H5921a-006"
"0900902612","H6965b-088"
"0900902614","H6965b-064"
"0900902703","H7097a-001"
"0900902704","H5892b-039"
"0900902711","H5674a-058"
"0900902713","H5674a-106"
"0900902714","H0859a-005"
"0901000107","H5921a-006"
"0901000108","H7218a-016"
"0901000109","H5401a-004"
"0901000112","H3588a-005"
"0901000115","H5921a-006"
"0901000201","H3212-078"
"0901000207","H5973a-007"
"0901000217","H0834a-003"
"0901000230","H6213a-139"
"0901000231","H1121a-001"
"0901000311","H0376-006"
"0901000327","H5035a-005"
"0901000501","H0310a-024"
"0901000502","H3651c-006"
"0901000506","H0834a-003"
"0901000513","H5892b-039"
"0901000515","H2256a-019"
"0901000520","H5035b-001"
"0901000601","H6743a-004"
"0901000602","H5921a-018"
"0901000606","H5973a-016"
"0901000702","H3588a-005"
"0901000708","H6213a-162"
"0901000710","H0834a-003"
"0901000713","H3588a-005"
"0901000715","H5973a-009"
"0901000809","H5930a-013"
"0901000822","H0834a-003"
"0901000823","H6213a-026"
"0901000904","H3212-073"
"0901000905","H5973b-002"
"0901000910","H3820a-035"
"0901001005","H2256a-019"
"0901001008","H6743a-002"
"0901001009","H5921a-026"
"0901001108","H5973a-007"
"0901001112","H5971a-060"
"0901001119","H1121a-003"
"0901001201","H6030b-032"
"0901001207","H5921a-006"
"0901001208","H3651c-006"
"0901001414","H3588a-005"
"0901001608","H3588a-005"
"0901001617","H0834a-003"
"0901001704","H5971a-060"
"0901001803","H1121a-030"
"0901001901","H0859d-002"
"0901001903","H3988a-022"
"0901001906","H0834a-003"
"0901001911","H7451c-021"
"0901001912","H6869b-017"
"0901001915","H3588a-005"
"0901001917","H7760a-031"
"0901001918","H5921a-033"
"0901002112","H1121a-073"
"0901002306","H5971a-060"
"0901002309","H5971a-060"
"0901002405","H5971a-060"
"0901002407","H0834a-003"
"0901002411","H3588a-005"
"0901002415","H5971a-060"
"0901002418","H5971a-060"
"0901002504","H5971a-060"
"0901002509","H5612a-002"
"0901002517","H5971a-060"
"0901002519","H1004b-029"
"0901002604","H1004b-029"
"0901002606","H3212-017"
"0901002607","H5973a-017"
"0901002609","H0834a-003"
"0901002612","H3820a-024"
"0901002701","H1121a-046"
"0901002713","H2790b-014"
"0901100105","H5921a-006"
"0901100211","H5869a-047"
"0901100213","H7760a-043"
"0901100215","H5921a-006"
"0901100314","H0518a-002"
"0901100408","H5971a-060"
"0901100411","H5971a-060"
"0901100413","H6963a-032"
"0901100504","H0310a-024"
"0901100506","H4480a-010"
"0901100507","H7704b-007"
"0901100511","H5971a-006"
"0901100512","H3588a-005"
"0901100514","H5608a-032"
"0901100518","H0376-004"
"0901100601","H6743a-002"
"0901100604","H5921a-006"
"0901100712","H0834a-003"
"0901100715","H0310a-024"
"0901100717","H0310a-026"
"0901100720","H6213a-052"
"0901100725","H5921a-006"
"0901100726","H5971a-060"
"0901100801","H6485a-056"
"0901100804","H1121a-030"
"0901101002","H0376-004"
"0901101007","H6213a-102"
"0901101010","H2896a-027"
"0901101011","H5869a-005"
"0901101103","H7760a-096"
"0901101106","H5971a-060"
"0901101108","H7218a-035"
"0901101122","H6327a-016"
"0901101127","H3162a-002"
"0901101202","H5971a-060"
"0901101208","H4427a-021"
"0901101209","H5921a-033"
"0901101308","H3588a-005"
"0901101310","H6213a-125"
"0901101404","H5971a-060"
"0901101405","H3212-019"
"0901101406","H3212-027"
"0901101501","H3212-017"
"0901101503","H5971a-060"
"0901101505","H4427a-038"
"0901200108","H6963a-039"
"0901200110","H0834a-003"
"0901200113","H4427a-033"
"0901200114","H5921a-005"
"0901200209","H1121a-092"
"0901200215","H5271a-011"
"0901200301","H2009-005"
"0901200302","H6030b-017"
"0901200324","H3724a-002"
"0901200326","H5869a-020"
"0901200510","H3588a-005"
"0901200604","H5971a-060"
"0901200606","H0834a-003"
"0901200607","H6213a-125"
"0901200612","H0834a-006"
"0901200706","H3068-001"
"0901200710","H3068-001"
"0901200711","H0834a-003"
"0901200712","H6213a-125"
"0901200801","H0834d-003"
"0901200910","H6635a-023"
"0901200917","H3898a-007"
"0901201007","H3588a-005"
"0901201008","H5800a-020"
"0901201013","H1168a-001"
"0901201202","H3588a-005"
"0901201205","H1121a-030"
"0901201208","H5921a-005"
"0901201212","H3588a-005"
"0901201214","H4427a-021"
"0901201215","H5921a-033"
"0901201304","H0834a-003"
"0901201306","H0834a-003"
"0901201311","H5921a-005"
"0901201401","H0518a-003"
"0901201408","H6963a-040"
"0901201411","H0853-048"
"0901201416","H0859d-001"
"0901201419","H0834a-003"
"0901201420","H4427a-014"
"0901201421","H5921a-005"
"0901201422","H0310a-024"
"0901201501","H0518a-002"
"0901201504","H6963a-004"
"0901201507","H0853-048"
"0901201607","H1419a-015"
"0901201609","H0834a-003"
"0901201611","H6213a-137"
"0901201612","H5869a-010"
"0901201702","H7105a-010"
"0901201709","H6963a-005"
"0901201713","H3588a-005"
"0901201714","H7451c-008"
"0901201715","H7227a-032"
"0901201716","H0834a-003"
"0901201717","H6213a-149"
"0901201718","H5869a-038"
"0901201807","H6963a-005"
"0901201813","H5971a-060"
"0901201903","H5971a-060"
"0901201914","H3588a-005"
"0901201916","H5921a-006"
"0901201918","H2403b-014"
"0901201919","H7451c-010"
"0901202004","H5971a-060"
"0901202007","H0859d-001"
"0901202008","H6213a-149"
"0901202011","H7451c-036"
"0901202016","H0310a-014"
"0901202103","H3588a-005"
"0901202104","H0310a-024"
"0901202106","H0834a-003"
"0901202111","H3588a-005"
"0901202201","H3588a-005"
"0901202206","H5971a-013"
"0901202209","H1419a-015"
"0901202210","H3588a-005"
"0901202213","H6213a-068"
"0901202216","H5971a-058"
"0901202310","H3384b-014"
"0901202313","H2896a-030"
"0901202410","H3588a-005"
"0901202413","H0834a-003"
"0901202415","H5973a-002"
"0901202501","H0518a-002"
"0901202502","H7489a-034"
"0901202503","H7489a-006"
"0901202505","H0859d-001"
"0901300101","H1121a-073"
"0901300104","H4427a-030"
"0901300107","H4427a-014"
"0901300108","H5921a-006"
"0901300208","H5973a-007"
"0901300216","H5973a-007"
"0901300220","H3499a-003"
"0901300221","H5971a-060"
"0901300306","H0834a-003"
"0901300415","H5971a-060"
"0901300416","H0310a-024"
"0901300503","H3898a-002"
"0901300504","H5973a-007"
"0901300511","H6571b-006"
"0901300512","H5971a-024"
"0901300514","H0834a-003"
"0901300515","H5921a-006"
"0901300604","H3588a-005"
"0901300605","H6862c-028"
"0901300607","H3588a-005"
"0901300609","H5971a-060"
"0901300611","H5971a-060"
"0901300613","H2337-001"
"0901300616","H0953a-013"
"0901300702","H5674a-011"
"0901300712","H5971a-060"
"0901300714","H0310a-018"
"0901300806","H0834a-003"
"0901300812","H6327a-040"
"0901300813","H5971a-060"
"0901300814","H5921a-025"
"0901300905","H5930a-023"
"0901300908","H5930a-023"
"0901301004","H5930a-023"
"0901301104","H6213a-036"
"0901301107","H3588a-005"
"0901301109","H3588a-005"
"0901301110","H5310b-002"
"0901301111","H5971a-060"
"0901301112","H5921a-021"
"0901301113","H0859a-005"
"0901301210","H2470b-001"
"0901301213","H5930a-023"
"0901301312","H0834a-003"
"0901301314","H3588a-005"
"0901301316","H3559a-008"
"0901301404","H6965b-058"
"0901301406","H3068-001"
"0901301411","H3068-001"
"0901301413","H5921a-006"
"0901301414","H5971a-013"
"0901301415","H3588a-005"
"0901301419","H0834a-003"
"0901301421","H3068-001"
"0901301501","H6965b-064"
"0901301504","H4480a-010"
"0901301508","H6485a-008"
"0901301511","H5971a-060"
"0901301513","H5973a-017"
"0901301603","H1121a-049"
"0901301604","H5971a-036"
"0901301606","H5973a-016"
"0901301706","H7218a-035"
"0901301707","H7218a-014"
"0901301715","H7777a-001"
"0901301801","H7218a-044"
"0901301806","H7218a-044"
"0901301812","H5921a-006"
"0901301815","H4057b-016"
"0901301907","H3588a-005"
"0901301912","H6213a-004"
"0901301915","H0176a-001"
"0901302110","H1861a-001"
"0901302210","H5971a-060"
"0901302211","H0834a-003"
"0901302214","H0854-030"
"0901302219","H1121a-049"
"0901302305","H4569a-001"
"0901400105","H1121a-073"
"0901400111","H3212-035"
"0901400112","H5674a-035"
"0901400116","H0834a-003"
"0901400203","H7097a-001"
"0901400207","H0834a-003"
"0901400209","H5971a-036"
"0901400210","H0834a-003"
"0901400211","H5973a-017"
"0901400302","H1121a-073"
"0901400306","H1121a-073"
"0901400308","H1121a-073"
"0901400315","H5971a-036"
"0901400318","H3588a-005"
"0901400402","H4569b-003"
"0901400403","H0834a-003"
"0901400406","H5674a-045"
"0901400407","H5921a-006"
"0901400607","H3212-035"
"0901400608","H5674a-035"
"0901400614","H6213a-132"
"0901400617","H3588a-005"
"0901400622","H7227a-026"
"0901400623","H0176a-001"
"0901400705","H6213a-162"
"0901400707","H0834a-003"
"0901400711","H2009-005"
"0901400712","H5973a-003"
"0901400805","H5674a-008"
"0901400807","H0376-008"
"0901400901","H0518a-003"
"0901400905","H1826a-020"
"0901401001","H0518a-002"
"0901401005","H5921a-033"
"0901401007","H3588a-005"
"0901401111","H4480a-010"
"0901401113","H0834a-003"
"0901401201","H6030b-042"
"0901401222","H0310a-003"
"0901401223","H3588a-005"
"0901401303","H5921a-006"
"0901401305","H5921a-015"
"0901401309","H0310a-018"
"0901401316","H0310a-018"
"0901401404","H0834a-003"
"0901401414","H7704b-008"
"0901401504","H7704b-002"
"0901401506","H5971a-060"
"0901401607","H1995a-005"
"0901401609","H3212-024"
"0901401703","H5971a-006"
"0901401704","H0834a-003"
"0901401706","H6485a-070"
"0901401711","H5973b-005"
"0901401712","H6485a-048"
"0901401807","H3588a-005"
"0901401813","H1121a-046"
"0901401907","H1995a-013"
"0901401908","H0834a-003"
"0901401911","H3212-024"
"0901401913","H7227a-006"
"0901402004","H5971a-060"
"0901402005","H0834a-003"
"0901402016","H1419a-009"
"0901402106","H0834a-003"
"0901402108","H5973a-016"
"0901402114","H5973a-007"
"0901402116","H0834a-003"
"0901402117","H5973a-007"
"0901402208","H3588a-005"
"0901402214","H0310a-009"
"0901402308","H5674a-022"
"0901402409","H5971a-060"
"0901402413","H0834a-003"
"0901402423","H5971a-060"
"0901402504","H3293b-003"
"0901402507","H5921a-006"
"0901402509","H7704b-007"
"0901402602","H5971a-060"
"0901402604","H3293b-001"
"0901402613","H3588a-005"
"0901402615","H5971a-060"
"0901402707","H5971a-060"
"0901402710","H7097a-005"
"0901402712","H0834a-003"
"0901402724","H5869a-063"
"0901402801","H6030b-032"
"0901402803","H5971a-052"
"0901402809","H5971a-060"
"0901402813","H0834a-003"
"0901402817","H5774a-001"
"0901402818","H5971a-060"
"0901402909","H3588a-005"
"0901402911","H5869a-020"
"0901402912","H3588a-005"
"0901403002","H3588a-005"
"0901403007","H5971a-060"
"0901403010","H0834a-003"
"0901403012","H3588a-005"
"0901403015","H7235a-070"
"0901403107","H5774a-001"
"0901403108","H5971a-060"
"0901403201","H6213a-010"
"0901403203","H5971a-060"
"0901403210","H1121a-046"
"0901403212","H7819a-010"
"0901403215","H5971a-060"
"0901403216","H5921a-006"
"0901403305","H5971a-060"
"0901403309","H5921a-006"
"0901403317","H1419a-009"
"0901403403","H6327a-008"
"0901403404","H5971a-044"
"0901403413","H7819a-005"
"0901403424","H5971a-060"
"0901403429","H7819a-010"
"0901403506","H2490c-065"
"0901403604","H0310a-024"
"0901403618","H2896a-027"
"0901403619","H5869a-053"
"0901403620","H6213a-162"
"0901403705","H0310a-024"
"0901403711","H6030b-005"
"0901403807","H5971a-060"
"0901403812","H2403b-022"
"0901403901","H3588a-005"
"0901403902","H2416a-009"
"0901403907","H3588b-001"
"0901403908","H0518b-002"
"0901403911","H1121a-044"
"0901403912","H3588a-005"
"0901403916","H6030b-035"
"0901403918","H5971a-060"
"0901404005","H0859d-001"
"0901404011","H1121a-044"
"0901404016","H5971a-060"
"0901404019","H2896a-027"
"0901404020","H5869a-053"
"0901404021","H6213a-162"
"0901404112","H5971a-036"
"0901404207","H1121a-044"
"0901404308","H6213a-036"
"0901404315","H7097a-001"
"0901404317","H0834a-003"
"0901404321","H2009-005"
"0901404404","H6213a-132"
"0901404408","H3588a-005"
"0901404502","H5971a-060"
"0901404507","H0834a-003"
"0901404508","H6213a-125"
"0901404510","H1419a-008"
"0901404514","H2416a-009"
"0901404516","H0518a-003"
"0901404519","H7218a-016"
"0901404521","H3588a-005"
"0901404522","H5973a-007"
"0901404524","H6213a-125"
"0901404528","H5971a-060"
"0901404603","H0310a-014"
"0901404704","H5921a-006"
"0901404706","H3898a-032"
"0901404711","H1121a-078"
"0901404718","H0834a-003"
"0901404801","H6213a-010"
"0901404902","H1121a-030"
"0901404914","H6996a-011"
"0901405009","H6635a-021"
"0901405011","H1121a-073"
"0901405107","H1121a-073"
"0901405204","H5921a-006"
"0901405215","H1121a-073"
"0901500110","H5921a-006"
