"lemma_id"
"H0064"
"H0111"
"H0122a"
"H0122b"
"H0176a"
"H0176b"
"H0193a"
"H0193b"
"H0217a"
"H0217b"
"H0218a"
"H0218b"
"H0219a"
"H0219b"
"H0223a"
"H0223b"
"H0227a"
"H0227b"
"H0239"
"H0244a"
"H0244b"
"H0310a"
"H0310b"
"H0328a"
"H0328b"
"H0349a"
"H0349b"
"H0349c"
"H0352a"
"H0352b"
"H0352c"
"H0352d"
"H0359a"
"H0359b"
"H0434"
"H0441a"
"H0441b"
"H0454a"
"H0454b"
"H0518a"
"H0518b"
"H0520a"
"H0520b"
"H0565a"
"H0565b"
"H0576a"
"H0576b"
"H0581a"
"H0581b"
"H0657a"
"H0657b"
"H0671a"
"H0671b"
"H0682a"
"H0682b"
"H0726"
"H0738a"
"H0738b"
"H0746a"
"H0746b"
"H0783a"
"H0783b"
"H0805a"
"H0805b"
"H0834a"
"H0834b"
"H0834c"
"H0834d"
"H0838a"
"H0838b"
"H0859a"
"H0859b"
"H0859c"
"H0859d"
"H0859e"
"H0862a"
"H0862b"
"H0899a"
"H0899b"
"H0953a"
"H0953b"
"H0973a"
"H0973b"
"H1004a"
"H1004b"
"H1006"
"H1089"
"H1090a"
"H1090b"
"H1101a"
"H1101b"
"H1106a"
"H1106b"
"H1109a"
"H1109b"
"H1121a"
"H1121b"
"H1168a"
"H1168b"
"H1197a"
"H1197b"
"H1208"
"H1238a"
"H1238b"
"H1250a"
"H1250b"
"H1254a"
"H1254b"
"H1268a"
"H1268b"
"H1274"
"H1300a"
"H1300b"
"H1304a"
"H1304b"
"H1313"
"H1328a"
"H1328b"
"H1336"
"H1350a"
"H1350b"
"H1356a"
"H1356b"
"H1408"
"H1418"
"H1419a"
"H1419b"
"H1430a"
"H1430b"
"H1436a"
"H1436b"
"H1460a"
"H1460b"
"H1462a"
"H1462b"
"H1471a"
"H1471b"
"H1481a"
"H1481b"
"H1481c"
"H1524a"
"H1524b"
"H1550a"
"H1550b"
"H1633a"
"H1633b"
"H1688a"
"H1688b"
"H1699a"
"H1699b"
"H1713a"
"H1713b"
"H1719a"
"H1719b"
"H1754a"
"H1754b"
"H1760a"
"H1760b"
"H1793a"
"H1793b"
"H1799a"
"H1799b"
"H1803a"
"H1803b"
"H1817a"
"H1817b"
"H1817c"
"H1826a"
"H1826b"
"H1861a"
"H1861b"
"H1888a"
"H1888b"
"H1913a"
"H1913b"
"H1933a"
"H1933b"
"H1939"
"H1984a"
"H1984b"
"H1984c"
"H1995a"
"H1995b"
"H2006a"
"H2006b"
"H2025"
"H2030a"
"H2030b"
"H2048a"
"H2048b"
"H2051"
"H2094a"
"H2094b"
"H2109a"
"H2114a"
"H2114b"
"H2119a"
"H2119b"
"H2123a"
"H2123b"
"H2131a"
"H2131b"
"H2148a"
"H2148b"
"H2151a"
"H2151b"
"H2159"
"H2174a"
"H2174b"
"H2186a"
"H2186b"
"H2222b"
"H2235a"
"H2235b"
"H2254a"
"H2254b"
"H2254c"
"H2256a"
"H2256b"
"H2256c"
"H2256d"
"H2258a"
"H2258b"
"H2275a"
"H2275b"
"H2286a"
"H2286b"
"H2290a"
"H2290b"
"H2292a"
"H2292b"
"H2300a"
"H2300b"
"H2337"
"H2342a"
"H2342b"
"H2363a"
"H2363b"
"H2366a"
"H2366b"
"H2403a"
"H2403b"
"H2409"
"H2416a"
"H2416b"
"H2416c"
"H2416d"
"H2416e"
"H2427a"
"H2427b"
"H2439"
"H2470a"
"H2470b"
"H2490a"
"H2490b"
"H2490c"
"H2491a"
"H2491b"
"H2492a"
"H2492b"
"H2502a"
"H2502b"
"H2505a"
"H2505b"
"H2506a"
"H2506b"
"H2513a"
"H2513b"
"H2529a"
"H2530a"
"H2530b"
"H2532a"
"H2532b"
"H2556a"
"H2556b"
"H2556c"
"H2557a"
"H2557b"
"H2559a"
"H2560a"
"H2560b"
"H2560c"
"H2563a"
"H2563b"
"H2563c"
"H2565"
"H2575a"
"H2575b"
"H2579"
"H2590a"
"H2590b"
"H2603a"
"H2603b"
"H2608a"
"H2608b"
"H2616a"
"H2616b"
"H2617a"
"H2617b"
"H2654a"
"H2654b"
"H2660a"
"H2660b"
"H2682a"
"H2682b"
"H2686a"
"H2686b"
"H2691a"
"H2691b"
"H2712a"
"H2712b"
"H2717a"
"H2717b"
"H2717c"
"H2720a"
"H2720b"
"H2721a"
"H2721b"
"H2742a"
"H2742b"
"H2742c"
"H2742d"
"H2763a"
"H2763b"
"H2764a"
"H2764b"
"H2771a"
"H2771b"
"H2775a"
"H2775b"
"H2778a"
"H2778b"
"H2778c"
"H2790a"
"H2790b"
"H2791a"
"H2791b"
"H2818a"
"H2818b"
"H2819"
"H2836a"
"H2836b"
"H2844a"
"H2844b"
"H2859a"
"H2859b"
"H2870a"
"H2870b"
"H2892a"
"H2892b"
"H2896a"
"H2896b"
"H2896c"
"H2902a"
"H2902b"
"H2930a"
"H2930b"
"H3026a"
"H3026b"
"H3039a"
"H3039b"
"H3071"
"H3108"
"H3136a"
"H3136b"
"H3162a"
"H3162b"
"H3175"
"H3212"
"H3227a"
"H3227b"
"H3239a"
"H3239b"
"H3272a"
"H3272b"
"H3274"
"H3293a"
"H3293b"
"H3326a"
"H3326b"
"H3340"
"H3384a"
"H3384b"
"H3399a"
"H3399b"
"H3429"
"H3470a"
"H3470b"
"H3499a"
"H3499b"
"H3512a"
"H3520a"
"H3520b"
"H3543a"
"H3543b"
"H3559a"
"H3559b"
"H3563a"
"H3563b"
"H3568a"
"H3568b"
"H3571"
"H3581a"
"H3581b"
"H3588a"
"H3588b"
"H3588c"
"H3635a"
"H3635b"
"H3641a"
"H3641b"
"H3651a"
"H3651b"
"H3651c"
"H3667a"
"H3667b"
"H3669a"
"H3669b"
"H3708a"
"H3708b"
"H3713a"
"H3713b"
"H3715a"
"H3715b"
"H3722a"
"H3722b"
"H3724a"
"H3724b"
"H3724c"
"H3724d"
"H3733a"
"H3733b"
"H3733c"
"H3734a"
"H3734b"
"H3738a"
"H3738b"
"H3739a"
"H3739b"
"H3814"
"H3820a"
"H3820b"
"H3823a"
"H3823b"
"H3833a"
"H3833b"
"H3833c"
"H3835a"
"H3835b"
"H3837a"
"H3837b"
"H3856a"
"H3856b"
"H3867a"
"H3867b"
"H3885a"
"H3885b"
"H3886a"
"H3886b"
"H3898a"
"H3898b"
"H3919a"
"H3919b"
"H3919c"
"H3942"
"H3971a"
"H3971b"
"H3988a"
"H3988b"
"H3997"
"H4024b"
"H4057a"
"H4057b"
"H4060a"
"H4060b"
"H4070a"
"H4070b"
"H4077"
"H4092"
"H4116a"
"H4116b"
"H4118a"
"H4118b"
"H4128"
"H4135a"
"H4135b"
"H4149a"
"H4149b"
"H4172a"
"H4172b"
"H4206a"
"H4206b"
"H4207a"
"H4207b"
"H4224a"
"H4224b"
"H4229a"
"H4229b"
"H4229c"
"H4245a"
"H4245b"
"H4364a"
"H4364b"
"H4365a"
"H4365b"
"H4379"
"H4409a"
"H4409b"
"H4414a"
"H4414b"
"H4427a"
"H4427b"
"H4445a"
"H4445b"
"H4448a"
"H4448b"
"H4455a"
"H4455b"
"H4478a"
"H4478b"
"H4480a"
"H4480b"
"H4506a"
"H4506b"
"H4531a"
"H4531b"
"H4541a"
"H4541b"
"H4551a"
"H4551b"
"H4569a"
"H4569b"
"H4609a"
"H4609b"
"H4654a"
"H4654b"
"H4659a"
"H4659b"
"H4685a"
